"","text","emotion","polarity"
"3957"," finally sorted after an amazing customer service in the branch shame can not be said about the telephone operatives","sadness","neutral"
"3958"," hsbcpremier i want to introduce a friend who really needs to move away from barclays whats the best way","joy","positive"
"3959"," hsbc added incorrect info on my credit file which was there 4 2yearsamp i feel no1is taking it serious or got back 2 me poor","sadness","negative"
"3960"," thank you the statements we need are aug 13 dec 13 and jan 14 happy to pick them up in branch if required","joy","neutral"
"3961"," i posted a comments d noreply hsbc are over the legal28 days to pay backmy ppi","unknown","negative"
"3962"," great resolve to my complaint after tweeting you guys thank you","joy","positive"
"3963"," we have ordered 3x copy cc statements three times via phone for our bus acc and they still havent arrived please advise","joy","positive"
"3964","hi  could i please get an email for the payroll department thank you","joy","neutral"
"3965","“ well its lights out for another day  dont have nightmares though well be back lights bank lightsout","unknown","neutral"
"3966"," done thanks","unknown","positive"
"3967"," yeah they were great","joy","positive"
"3968"," im logged into business internet banking right now why cant i do it there","unknown","positive"
"3969","hi  how do i request a new pin for my business account debit card ive looked in help centre and faqs even asked olivia","unknown","neutral"
"3970"," theyre the ones that broke the news is there any way i can find out how yknow to stop it happening again","unknown","negative"
"3971"," found out tonight that my card was copied is this common with hsbc","unknown","positive"
"3972"," hsbc needs to work on their gui internet banking interface both web and app reminds us of windows 98","unknown","positive"
"3973"," safe to say your lost or stolen card helpline is just awful","fear","negative"
"3974"," now it crashes whenever i press anything","unknown","positive"
"3975"," brilliant thanks","unknown","positive"
"3976"," site but im still logged on","unknown","positive"
"3977"," the website works fine until i press log off and then it crashes my whole tablet shut the window downamp went back on the","unknown","positive"
"3978"," hi i didnt have time to try again","unknown","negative"
"3979"," ok thanks","unknown","positive"
"3980"," hi what is the aba routing number for the uk thanks","unknown","positive"
"3981"," no im in dubai and its late here ill do it tomorrow","unknown","negative"
"3982"," the spelling of my surname is spelt differently when i print out a statement","unknown","positive"
"3983"," hi there how do i print a statement on online banking for an account thats had no transactions for the last 3 months","unknown","negative"
"3984"," can i just have a bank statement sent to my house  ","unknown","neutral"
"3985"," but i prefer to get this done in person then i know its done right","joy","positive"
"3986"," just so you are aware my wife will be going in tomorrow and thats not helping anyone","unknown","positive"
"3987"," hi could i request a call back online","unknown","negative"
"3988"," no because i cant get thru your automated phone system to speak to somebody","sadness","negative"
"3989","failed by not 1 but 2 banks today   if you were a person tonight would be spend making voodoo dolls out of you","unknown","positive"
"3990"," is this really you guys ","unknown","positive"
"3991"," thank you","unknown","positive"
"3992"," yes but i didnt have all the security details you require so more time wasted ","unknown","positive"
"3993"," no probs ryad from your customer solutions centre in leeds was particularly marvellous edu00a0u00bdedu00b8u008a","surprise","positive"
"3994","excellent customer service from  today if i could phone branch direct wouldve been 2 mins rather than 20 but still lovely","unknown","positive"
"3995"," you could refund me the 30mins i paid for the call from dubai last night after being mislead by your fraud team","unknown","negative"
"3996"," you guys can really try someones patience sometimes sometimes youre utterly clueless when it comes to customer service","unknown","negative"
"3997"," inbox me with appropriate contact details","unknown","positive"
"3998","  i click on the link but nothing happens","unknown","positive"
"3999","  shocking how it takes a tweet to get any attention account is paralysed and im the innocent one brighton hsbc","sadness","negative"
"4000"," need a solution to this the earliest please","joy","neutral"
"4001"," what service you sent it  if it was sent on the third then it should have been here by now","unknown","positive"
"4002"," i believe an authorisation charge from amazon is being held on my account can this be solved online","joy","negative"
"4003"," ok so there was no approval needed as i spoke to royal mail and they do not offer an 11 day service please confirm","joy","positive"
"4004","  every time i had to walk to the bank to collect the money harish sundaram is my full name penalty should be increased 1000","joy","negative"
"4005"," i just want an answer why does it take so long to tell me the date a letter was sent","unknown","neutral"
"4006","  and all they pay is 10 penalty which is extremely low to correct their mistake","sadness","negative"
"4007","  i opened my account with hsbc uk  brentwood but they delayed in my debit card not it has been 3 weeks havent got my pin","unknown","negative"
"4008","   one of the most poor service notrecommended","sadness","negative"
"4009"," bugger thanks for the help anyway edu00a0u00bdedu00b8u0094","unknown","positive"
"4010"," you leave me with nothing but a sad face huzi 0 an","sadness","negative"
"4011"," your tel banking is useless spent 15 min explaining i want some current acct only to be cut off","unknown","negative"
"4012"," a bit harsh huzi but i understand your decision 0 an","unknown","neutral"
"4013"," natwest has always been better sorry andrew edu00a0u00bdedu00b8u00a2","sadness","neutral"
"4014"," looooool unfollowed","unknown","positive"
"4015"," sounds tasty huzi any banking queries ill do my best to assist but free money i cant help with an","unknown","positive"
"4016","  yes hsbc uk","unknown","positive"
"4017"," hey andrew i need a fiver so i can buy a subway can you sort me out","unknown","negative"
"4018"," i okd upgrade to contactless debit card today but now ive changed my mind and dont want one email contact addy please","joy","positive"
"4019","   
seen this twice on my statement now nearlyright cheeredmeup ncdonalds ","unknown","positive"
"4020"," i dont have time to keep sending emails can you look in to or let me know where the sent messages are","unknown","positive"
"4021"," will do","unknown","positive"
"4022"," this is what it says when you google the number ","unknown","positive"
"4023"," hi you shouldnt be calling from caller id 020 879 coupled with a foreign voice i thought it was a fraudulent call","unknown","negative"
"4024"," this will be the third time maybe report it to your it dept as other customers maybe having the same issue","unknown","positive"
"4025"," 03456 006 423 thanks","unknown","positive"
"4026"," local branch advisor top lass advice got my refund from river island thanks guys chuftybadge","surprise","positive"
"4027"," just found a cheque i forgot to pay in how long are cheques valid for","unknown","negative"
"4028"," thank you for your answer","unknown","positive"
"4029"," highway","unknown","positive"
"4030"," enfield wash","unknown","positive"
"4031"," thanks i do now know it was a genuine call but i am wondering if it was just a sales call or any cause for concern","joy","neutral"
"4032"," yes we both have our checking accounts with you","unknown","positive"
"4033"," will i be able to go into a branch to sort this or is it best to ring the number back","unknown","positive"
"4034"," had call from yr 0845 no sounded like phishing amp insisted wasnt sales call now know it was genuine any call for concern","joy","neutral"
"4035"," how do i get my certificate of interest received  i am looking on pib and cant see a link","joy","negative"
"4036"," ok thankyou for the help","unknown","positive"
"4037"," over an hour go maybe longer it showed as sent so must be somewhere","unknown","positive"
"4038"," will let monarch know they dont contact you direct  the errors are holding all the money from my account until cancelled","unknown","positive"
"4039"," received a very strange call from 08456081878 can you confirm that this is a hsbc protection number","unknown","negative"
"4040"," it should be there can you check ","unknown","positive"
"4041"," someone is dealing with ut i now have to go to the branch in person","unknown","positive"
"4042"," monarch want your fax no to fax the 3 error transactions with their authorisation codes as simple as that","unknown","neutral"
"4043"," monarch wants to cancel as already mentioned your premier hsbc cs will not give me the hsbc fax number to pass on to monarch","unknown","positive"
"4044"," internet banking all to do with online app  security team will not confirm my identity","unknown","positive"
"4045"," no it will drop out in 7days cant wait 3x cost of holiday monarch want to cancel hsbc wont messed up my ac competely","unknown","positive"
"4046","  trying to reset security details even tho i have been a customer for thirty years  taking seven hours","unknown","neutral"
"4047"," no it will drop out in 7 days i cannot wait 7 days 3x cost of a holiday monarch want to cancel with auth codes you wont","unknown","positive"
"4048","   holiday booking system errored authorising too much money 3x holiday costthey want cancel transaction hsbc wont","unknown","positive"
"4049"," hi on my credit file it is showing a default how do i go about finding the amount and settling this","unknown","positive"
"4050"," why would my account not be eligible me and my boyfriend moved banks over to hsbc when our cards came he had one i didnt","unknown","neutral"
"4051"," how can i order a new debit card that can do contact less payments","unknown","neutral"
"4052"," currently in bishopsgate and just as bad a service as ever","sadness","neutral"
"4053"," how can  stop me from closing my account piss poor service and shoddy bank yet you keep hold of my money","anger","negative"
"4054"," thanks","unknown","positive"
"4055"," hi can you tell me if your moorgate london branch has a coin machine or if there are any nearby which do thanks","unknown","positive"
"4056"," so what happened to the call yesterday and today","unknown","negative"
"4057"," awful experience applying for a credit card already having a premier debit acc not happy","fear","positive"
"4058"," 29 minutes and nothing cant help me as my complaint handler isnt there shocking service waiting 2 days for calls","unknown","negative"
"4059"," still no call so i called you been holding on 14 minutes so far","unknown","negative"
"4060","being on the phone to  is so annoying edu00a0u00bdedu00b8u00a1","anger","negative"
"4061"," i have just been informed that there are problems with the local postal service so i will be in contact if its not here soon","unknown","positive"
"4062","   no message received   can they try again ","unknown","negative"
"4063"," tried earlier but couldnt get through will try again later","sadness","negative"
"4064","   should we speak to  and ask why they havent do euro debit cards yet not even jersey accounts","unknown","negative"
"4065"," card on its way already fantastic service","surprise","neutral"
"4066"," well according to a colleague we spoke to it was sent on the 21st of december","unknown","positive"
"4067"," how do i get a contactless card ive had a replacement card but its old school lol","sadness","negative"
"4068"," been a customer for 16 years you are amazing thank you","surprise","positive"
"4069"," hi hsbc as you know we requested a new secure key for my mother but still have not received it any ideas where it is thanks","unknown","positive"
"4070"," thank you to your fraud team for declining a 400 transaction in america after some on cloned my card greatservice loyal","unknown","neutral"
"4071","    now 72 days waiting for a reply to a simple request hsbc bankingfail bbc","unknown","positive"
"4072"," not yet im planning to do in a bit will let you know how i get on","sadness","neutral"
"4073"," i cant be bothered its not like yall gon change anything lol im changing banks thanks for the help tho","joy","positive"
"4074"," no but the money bounced back apparently so its all fine","unknown","positive"
"4075"," 4pm please that ok","joy","positive"
"4076"," my mistake 690 x 52 weeks  35880 views plus face book small  close accounts at what cost ","joy","negative"
"4077","  how about never","unknown","positive"
"4078","  kind words  about hsbc ","joy","positive"
"4079","  freelance journalist why not expose hsbc for there crimes","unknown","negative"
"4080"," hi christina youre more than welcome and thank you for your kind words aw","joy","positive"
"4081"," ever so helpful i didnt manage to catch the name of the two people i spoke to but excellent service im very grateful","joy","positive"
"4082"," ah okay wasnt sure which number to ring thanks a lot","unknown","positive"
"4083"," 

peter
690totalviews
10newfollowers
9linkvisits  
your most popular tweets for the week of 06 jan","unknown","positive"
"4084"," my week on twitter 690 views so its working if i keep it up 8k a year if i can get people 2 close account buzzing","joy","negative"
"4085"," hi  im not with hsbc in any way but i got a new mob no with constant texts about a cover payment who should i contact","unknown","negative"
"4086","  any news hsbc as we have heard nothing and still need the money","unknown","negative"
"4087"," waited all day for a call nothing no owed money and no call tcf","unknown","negative"
"4088"," hi i am looking for an internship abroad for 3 months may to july  internships  english","unknown","positive"
"4089"," ive made an official complaint and not had a response ive contacted you and not had a response please respond properly","joy","neutral"
"4090"," what can i do please also cant access online banking as dont have pin card with me","joy","positive"
"4091"," hi my uk card was locked for some reason on the day i flew to australia found a branch in canberra but told they cant help","unknown","positive"
"4092"," yeah its late here too so thats fine thanks for your help","unknown","positive"
"4093"," i want to complain but your mobile site already deleted two forms and your phone lines have closed should i just do it here","unknown","neutral"
"4094"," i dont have phone banking pin to hand im out of the country on holiday is there a way to get someone to call me","sadness","negative"
"4095"," got a call re my credit card from an outsourced call centre any way i can get someone from the uk to call me","sadness","negative"
"4096","wow   your hold music is giving me a headache o","unknown","neutral"
"4097"," thats really good to hear james glad i was able to help hope you have a great evening gh","joy","positive"
"4098"," thanks very much","unknown","positive"
"4099","its not often you can commend a banks customer service but  just went out of their way to help me and its saved me 100s","joy","positive"
"4100"," yes lots of times but i have been told premier customers cannot get relationship managers anymore your website disagrees ","sadness","neutral"
"4101"," thanks so much for ur help all sorted now edu00a0u00bdedu00b1u008dedu00a0u00bdedu00b8u0084","unknown","positive"
"4102"," it has sent thanks for your help","unknown","positive"
"4103"," so sorry to hear this lewis weve passed your comment onto  who should be in touch soon to help sort it out sm","sadness","negative"
"4104","  yes thanks  its a genuine account but im not a customer  theyve said theyll remove my number","unknown","neutral"
"4105"," thanks","unknown","positive"
"4106"," they finally picked up its cool dont worry but im still disappointed with your service bruh real talk","joy","negative"
"4107"," just doing it now ","unknown","positive"
"4108"," thanks will do","unknown","positive"
"4109"," i accidentally typed my sort code details wrong for a friend to transfer money to me is there a way to get it back","joy","negative"
"4110","bruh  do yall ever answer your phone  ive been waiting for an hour","unknown","positive"
"4111"," hi yes i ordered one through the private message thanks for your help","unknown","positive"
"4112"," 22 text thats more appropriate and informative than just sorry to be written into the website by your web dev team","anger","positive"
"4113"," 12 yep turns out thats the message shown when no transactions have been made since the last statement i highly suggest","unknown","neutral"
"4114"," are you able to call me about 930pm please","joy","neutral"
"4115"," i have lost another secure key i hope there is not a limit on how many one person can have as i think i am on my 7th ","unknown","neutral"
"4116"," i keep getting called by 08452500612 an automated call looking for personal details and asking me to call back  spam","unknown","neutral"
"4117"," 0345 740 4404 could you help me via dm please","joy","positive"
"4118","trying to  get through to  is a nightmare ","sadness","negative"
"4119"," just received a call from 0800 030 4909 they said they were hsbc is this correct","unknown","neutral"
"4120"," thanks for the quick response","unknown","positive"
"4121"," if i make an account application online amp you ask for proof of id not currently a customer is there a time limit to send id","unknown","negative"
"4122"," thanks is there not an email address or section on the website the phone costs a fortune as theres always a long wait","unknown","neutral"
"4123"," thats great thank you edu00a0u00bdedu00b8u008a","joy","positive"
"4124"," im with rbs was just using the cash machine for money for a taxi","unknown","negative"
"4125"," hi i want a new cheque book sent to me but i cant find anything on the website to request this can you help please","joy","positive"
"4126"," hanover street edinburgh mobile banking also says the money i was supposed to withdraw has been deducted","unknown","negative"
"4127","  are you going to answer hsbc or are you goner keep quite ","unknown","positive"
"4128","  yes they got caught but negotiated there own fine instead of jail close your account","joy","neutral"
"4129","  omg is that real","unknown","positive"
"4130"," closingreopening the browser sorted it thanks for your help","unknown","positive"
"4131"," is internet banking down i am getting  error 500 javaxservletservletexception filter hsbc filter filter is unavailable","unknown","negative"
"4132","  swap banks youll be glad you did","joy","positive"
"4133"," issue resolved thank you for your help bouquet","unknown","positive"
"4134"," hi gina whats it like working for the worlds most corrupt institution ","joy","neutral"
"4135"," then please answer mine","joy","positive"
"4136"," i am trying to download app on my ipad despite choosing country and reading all tampcs etc it wont let me complete ","anger","negative"
"4137"," signed in clicked on cf ltd account clicked on previous transactions then bam error for several days now","unknown","negative"
"4138"," also not working on the mobile app","unknown","positive"
"4139"," nope just a glitchy page and sorry in big red letters ","sadness","neutral"
"4140"," worst customer service in the brentwood branch no help what so ever","unknown","neutral"
"4141"," thanks have sent you an email thanks for helping today ","unknown","positive"
"4142"," ive not been able to see my business accounts previous transactions online for 34 days now just says sorry what gives","sadness","neutral"
"4143"," called and spoke to an advisor couldnt find the refund i was told to go back to the merchant to try and solve this fun","unknown","negative"
"4144"," i visited the southampton hedge end branch","unknown","negative"
"4145"," hi i never got chance to pay these in till today but the branch wouldnt accept them what do i do now","unknown","negative"
"4146"," is there a free helpline number i can call to set up a security number for telephoneonline banking","unknown","neutral"
"4147"," and this is the one where they keep hanging up","unknown","positive"
"4148","  hi it was sutton surrey high street branch what makes you wonder was that staff was patting and running after it ","anger","positive"
"4149","  any word on the windows phone hsbc app for the uk australia has it  ","unknown","positive"
"4150"," i sent one today","unknown","positive"
"4151"," this is not the overseas number though","unknown","positive"
"4152","soon to be a free agent who can offer me what     ","unknown","positive"
"4153"," back around the end of feb but i still need to access my account","unknown","negative"
"4154","   dogs roaming freely in bank during peak banking hours creating nuisance which is unsafe for bank customer","unknown","negative"
"4155"," yes please currently overseas and my secure keypad does not work","joy","positive"
"4156"," i was on the phone to hsbc he thanked me for confirming it was me but said he had to cancel the card anyway","unknown","positive"
"4157"," any chance my email can be answered ive been ignored now for over a week","unknown","positive"
"4158"," nice if you could actually help instead of hanging up","unknown","positive"
"4159"," unable to answer calls due to techinical difficulty well that was most helpful","unknown","negative"
"4160"," a companys refunded money back to my account but they say i have to contact yourselves to release the funds help please","joy","positive"
"4161"," do any of the hsbc branches in leeds still have coin deposit machines","unknown","positive"
"4162"," you have closed the branch in southampton town centre with no notices placed up where is he nearest hsbc i can go to please","joy","positive"
"4163"," i have emailed all necessary details please action this today thank you","joy","positive"
"4164"," 
yours is even more expensive after the free banking period shame small businesses are clearly easy money for big banks","sadness","neutral"
"4165"," thanks","unknown","positive"
"4166"," amesbury i have a cheque to bank but itll have to wait until i can get to another branch after work","sadness","negative"
"4167"," my local branch hours are 930330youd think they could do until 530 one day a week for the full time workers suggestion","unknown","positive"
"4168"," 
pointless 5 per month or 10 per month a waste

can you offer me anything   ","surprise","negative"
"4169","  saying sorry and being sorry is only 110th of customer service fixing the problems is the other 910th","sadness","negative"
"4170"," hey guys i would like to open a new savings account amp a joint account where do i call for an appointment in belfast please","joy","neutral"
"4171"," will do this when im at a desktop thank you hopefully you can remedy some of this","unknown","positive"
"4172","
its now afternoon and youve not called thanks
i wonder if  or  might be better for me","surprise","positive"
"4173"," if i take my debit to new york will i be charged extra","unknown","positive"
"4174"," i made a call they told me because i was texted and that was my notification thy never mentioned they accumulated the wealth","unknown","negative"
"4175"," you guys are doing me harm then good just had 80 taken out of y account without notification  edu00a0u00bdedu00b1u008cedu00a0u00bdedu00b1u008c","joy","negative"
"4176"," yeah refund the 10 i spent trying to get through calling from thailand that would be great thanks","joy","negative"
"4177"," ive spoken to two people bib are refusing to action an urgent requirement time to move all my accounts to a different bank","joy","negative"
"4178"," i will do","unknown","positive"
"4179"," first time yes second time it didnt even show me that step","unknown","neutral"
"4180"," just had some fantastic help by a wonderful woman on the phonekeep up the good work ","surprise","positive"
"4181"," trying to login to mobile banking via the  ios app ","unknown","negative"
"4182"," hi i tried to shop online basically top up phone oyster etc said card transaction failed","surprise","positive"
"4183","brickbat to hsbc who are incapable of reading my signature and wont action an urgent requirement time to switch banks ","unknown","negative"
"4184"," is there a problem with mobile banking app giving me an unknown error","unknown","negative"
"4185"," i dont know where my relationship lies with  anymore i need some time to think ","unknown","neutral"
"4186"," it was chloe w in insurance scottish lady v helpful","unknown","positive"
"4187","   yes would love to review hsbc","joy","positive"
"4188"," hi vicky i need the mobile app but my phone is registered in germany and the hsbc app is not availbale there any solution","unknown","negative"
"4189"," 1 of the most corrupt banks in our society today","unknown","negative"
"4190"," ive sent an email thanks","unknown","positive"
"4191"," its fine no need to be sorry  jst ranting","sadness","negative"
"4192"," no thrs rlly nth u can help with its jst the security is xtremely tight yes its good but its troublesome as hell ","joy","neutral"
"4193"," on a cash card its ludacris nothappy","unknown","negative"
"4194"," and went into branch to be told i cant have any complete wasted morning and now ive closed my accounts i cannot run a 23","unknown","positive"
"4195"," tell your customer service agents to give correct info i was told to go to branch and order a new debit card for both my12","unknown","positive"
"4196"," how can you expect me to enter my 16 digit card number if my cards been taken your helpline is jank im moving to barclays","joy","positive"
"4197"," need to use my card now even though im going back in the uk at night","unknown","neutral"
"4198"," that it wont let me because the date is more than a year ago i think system is confused because of 2015 i really c","unknown","neutral"
"4199"," card keeps saying it fails i think its bc im abroad im trying to put the details that im abroad but it says c","unknown","neutral"
"4200"," ur customer service shocking helpful  rugby branch but my times wasted due to misinfo closed 3 ac worstcustomerexperience","unknown","negative"
"4201"," for 20 years my salary is paid in to hsbc amp you dont have the decency to respond to me is this how you treat loyal customers","unknown","positive"
"4202"," but the banks are the fucking criminals","unknown","positive"
"4203","  swap your account to a different bank hsbc corrupt","unknown","negative"
"4204"," nobody has got back to me about this at all the reference is 1420466793","unknown","positive"
"4205"," would you agree its a total farce hsbc top brass negotiated there own penalty with usa officials","surprise","negative"
"4206"," hi louise whats your opinion on hsbc hiding drug cartels money ","unknown","negative"
"4207"," you are criminals but was allowed to buy freedom instead of jail scum","unknown","negative"
"4208","  swap your account hsbc corrupt to the core","unknown","negative"
"4209"," dont make it easy for criminals please take care of your cheque book and bank cards keep them safe  …","joy","positive"
"4210","  now 70 days waiting for a reply to a simple request hsbc bankingfail bbc","unknown","positive"
"4211","just been charged over 100 in bank fees  thanks for a great start to my monday","joy","positive"
"4212"," is it possible to do this over the phone","unknown","positive"
"4213"," cant seem to select my credit card when i go into that section though just seems to be people i have previously paid","unknown","positive"
"4214"," ok perhaps tomorrow ","unknown","positive"
"4215"," how can i pay off my credit card balance onlineover the phone before receiving my monthly bill","unknown","negative"
"4216"," my account is showing outgoing payments to a website i havent signed up for how can i sort this","unknown","neutral"
"4217"," yesterday","unknown","positive"
"4218"," alas the problem persists","unknown","negative"
"4219"," gah really annoying its stressing her out","anger","negative"
"4220","  thanks bye","unknown","positive"
"4221"," literally not a clue shes given up and gone to bed thought id try contact you before she calls tomorrow","anger","negative"
"4222"," i cant do it with my online banking is it the amount shes trying to send upwards of 700","unknown","negative"
"4223"," shes tried multiple times to mine and my parents accounts do you have a problem with natwest","unknown","negative"
"4224"," ps youre faq sectionask olivia is terrible","fear","negative"
"4225"," my friend is having trouble transferring to my account it says its my bank details however they are correct","joy","negative"
"4226"," ok thanks so it wont show up when i look at my accont on the internet for 3 working days","unknown","negative"
"4227"," hello  havent paid a cheque in for ages  how long before it appears im my ac please","joy","neutral"
"4228"," thanks","unknown","positive"
"4229"," the ivr randomly cuts you off if dialling on the 0845 number","unknown","positive"
"4230"," i only visited it yesterday its on the payments help page","unknown","positive"
"4231"," be good if you updated your own site with your 03 numbers instead of tormenting me with the change on the ivr","joy","positive"
"4232"," will i have to re  register my digital secure key ","unknown","positive"
"4233"," thank you for getting back to me straight away ahh brilliant will go straight to a branch edu00a0u00bdedu00b8u0081","unknown","positive"
"4234"," seriously  ","unknown","negative"
"4235"," i am happy to go into a branch if i can do it on behalf of my mum thank you","joy","positive"
"4236"," i need another priority freepost envelope as i didnt have one in my pack or is there another way to get the documents to you","sadness","negative"
"4237","  yes she will tagged","unknown","positive"
"4238"," hi hsbc debit card due to expire end of feb when can i expect a new one to be sent thanks","joy","negative"
"4239"," my wife will be visiting wed and it will be sorted and ac closed","unknown","neutral"
"4240"," my daughters pay has vanished due to hsbc changing ac types and she keeps getting palmed off","unknown","negative"
"4241"," it said if application was successfull i should recieve paperwork to sign in postbut i assume id be contacted either way no","unknown","negative"
"4242"," by the way you should pay me for consulting work if you use that ","unknown","negative"
"4243"," hi i applied online for a credit card the weekend before christmas and havent heard anything from you yet","unknown","positive"
"4244"," yes i did and apparently for security reason you dont send card to new adresses the first 60days hence my frustration","anger","positive"
"4245"," youre welcome","unknown","positive"
"4246"," being able to use my secure key to generate a number that i can enter on my phones keypad","unknown","positive"
"4247"," youre making us blush now im glad we stopped this for you  kj","joy","positive"
"4248"," you get nowhere without a little hsbc flirting in life  xo","sadness","negative"
"4249"," phew im glad to hear this kieran kj","joy","positive"
"4250"," top service by a top team ","surprise","positive"
"4251"," can you get my new card send to my new house  22","sadness","negative"
"4252"," i doubt it i moved house this weekend i lost my card in an atm i work 95 and im away the next 2 weekends 12","unknown","negative"
"4253"," will do however what would be helpful if when you logged on it shows the balances first not the side menu","unknown","positive"
"4254","i often wonder why i still am a  customer today is one of those days","surprise","positive"
"4255"," can you teach  how to make an app the hsbc one crashes constantly right now edu00a0u00bdedu00b8u00a4","unknown","positive"
"4256","well every cash machine in marketweighton is out of order thanks so much  and  for closing our branches","unknown","neutral"
"4257"," that fixed it cheers","unknown","positive"
"4258"," i congratulate you for ignoring me if you cant handle upset customers dont have a twitter feed disappointed poorservice","joy","negative"
"4259"," nah its just in work is all","unknown","positive"
"4260"," will do","unknown","positive"
"4261"," ive tried that but its still doing the same ill try it again later on thanks though","unknown","negative"
"4262"," trying to log in via the android app just throws an error every time dont have my secure key to hand","unknown","neutral"
"4263"," is there a problem with the website after the log in page nothing is appearing","unknown","neutral"
"4264"," okay cheers ","unknown","positive"
"4265"," is it possible to cancel direct debits through my internet banking","unknown","positive"
"4266","  thankyou have sent details over","unknown","positive"
"4267"," nobody has helped so far so i doubt it ill be going into a branch to sort everything out","unknown","negative"
"4268"," yes this was on the phone 10 mins ago","unknown","positive"
"4269"," ok thanks it sounds like i need to speak to someone to confirm which benefits i still have","joy","neutral"
"4270"," just spoken to online advisor who was extremely rude and sarcastic not happy customer","joy","negative"
"4271","problem after problem with   so unhelpful transferring my account asap","unknown","negative"
"4272"," no unfortunately not i was told on the phoneid failed the manual authorisation so would have to go to a branch edu00a0u00bdedu00b8u00adedu00a0u00bdedu00b8u00ad","unknown","negative"
"4273"," any news on windows phone app notice released in france now so any timescale","unknown","positive"
"4274"," im a big fan of tea and biscuitsill share them with you lot though as youre all quite nice ","unknown","positive"
"4275"," as a customer im glad to see youre not spending my savings on heating ","joy","positive"
"4276"," 
hello i have a big problem with internet banking i cooling to telephon banking for new number but is not received","unknown","negative"
"4277"," thanks for following up i did get through and managed to sort the issue thanks for your help","sadness","negative"
"4278"," for goodness sake we are back to square one  forget it  we are moving","unknown","positive"
"4279"," you need to change phone banking make it so you can use secure key rather than 10 digit number such a hassle","unknown","negative"
"4280"," i will send an email to retailer right way","unknown","neutral"
"4281"," actually i received a call from hsbc but unfortunately line gone off amp still waiting for them to call again","unknown","negative"
"4282"," cvs date download is essential for accounts v surprised feature not available for prev statements will this change hsbc","surprise","neutral"
"4283"," my mother wont be here with me tomorrow they have locked our acct and will not reset it we are left with no choice","unknown","neutral"
"4284"," ok forget it we will move banks  you have no facility with dealing with 87yr old hard of hearing customers so we have to","joy","negative"
"4285","   amazed you have no cvs data download feature for previous statements my accounts10x longer","surprise","positive"
"4286"," i have emailed you from fournibs","unknown","positive"
"4287"," 

they are pending to go","unknown","positive"
"4288"," no way they are the problem  i want an account reset","unknown","negative"
"4289","faced an error trying to buy from nike  when check my account appear that i made payment amp money gone 

am over sea now

","unknown","negative"
"4290"," can i message u my phone number to call me","unknown","negative"
"4291"," hi a paypal payment of 599 has been taken out of my account and i have no idea why","unknown","negative"
"4292","  your customer service is an absolute disgrace  im changing banks how dare you prevent us from getting at our funds","unknown","neutral"
"4293"," what would it make my loans go in a day earlier like","joy","positive"
"4294"," actually yeah maybe you can the letter with my card details never arrived at my address and its been over a month","unknown","positive"
"4295"," everything is good but the vm left made it sound more serious than what it really was edu00a0u00bdedu00b8u0081","joy","negative"
"4296"," i have called amp called amp keep being told an update will be requested amp someone will be in touch my claim began nov 2013","unknown","neutral"
"4297"," thanks","unknown","positive"
"4298"," i have been looking through those pages but see no reference to travel insurance please answer my question","joy","neutral"
"4299"," i switched to an advance account years ago because of travel insurance benefits im told this has been axed is this true","unknown","neutral"
"4300"," good morning ive been blown into work this morning vicky here to answer any questions you may have vb","joy","positive"
"4301","  can i open them as joint accounts i use a joint hsbc account with my wife","unknown","neutral"
"4302"," why dont you put student loans in the bank early like everyone else","joy","neutral"
"4303"," i want to open an online bonus saver and a regular saver account in joint names can i do this and can i do this online","unknown","positive"
"4304"," an answer to my recent tweets maybe ","unknown","positive"
"4305"," hi stu i can see that  are on the case ill leave it with them thanks team many thanks  marv","anger","negative"
"4306"," ok got thank you","unknown","positive"
"4307"," do you do it as paying a bill amp the payee is hsbc","unknown","positive"
"4308"," can i pay my hsbc credit card using my online banking thank you","unknown","neutral"
"4309"," ok thanks we will send across the details now","unknown","positive"
"4310"," we asked aviva to review our case again but the same response it was a brand new incar camera how do we log it formally","unknown","positive"
"4311"," i had the same idea enjoy your day u2615ufe0f","joy","positive"
"4312"," good morning huzi i think a very large coffee this morning vb","joy","positive"
"4313","  wont pay out on our home insurance on an xmas present as its classed as a car accessory whatajoke wontberenewing","unknown","negative"
"4314"," still contemplating will it do any good from whats occurred so far i doubt it","joy","neutral"
"4315"," hey vicky tea or coffee","unknown","positive"
"4316"," i havent  heard about unreasonable for closure of my account you have cause substantial loss and you have to pay for it asap","unknown","negative"
"4317"," 12 months  since i started a claim through hsbc amp despite emails being passed on im still waiting for a response not good","anger","negative"
"4318"," night coffee still not come here ","unknown","positive"
"4319"," can you tell me why you and your team are ignoring my tweets ","unknown","positive"
"4320"," why is your website such a pain to work with","unknown","neutral"
"4321"," hi paul i can confirm that this is something that is being developed but there are no timescales for a re…","unknown","positive"
"4322"," thanks for the update good to know its on its way","joy","neutral"
"4323"," why has hsbc not released a uk windows phone mobile app yet hsbc have released one in brazil and australia real disapointment","unknown","positive"
"4324"," why is there no mobile banking app for windows phones","unknown","positive"
"4325"," thank u all sorted","unknown","positive"
"4326"," thats great thank you  do i know how long it will take to send out a new card","joy","positive"
"4327","  is there some issue on the payu platform using hsbc cards in india","unknown","positive"
"4328"," i need to ring and cancel a lost card what number do i need to ring please","joy","negative"
"4329"," i am talking of hsbc india i have a credit card here and there are recurrent failures due to system issues","unknown","negative"
