n,Full Text,Score,Very.Pos,Very.Neg,Cleaned Text,Emotion,Polarity
4538,"@hsbc_uk_help yes for the obvious thing I do. if not, I dont waste my time contact you here <ed><U+00A0><U+00BD><ed><U+00B8><U+00A0>",-1,0,0, yes for the obvious thing i do if not i dont waste my time contact you here edu00a0u00bdedu00b8u00a0,unknown,negative
4539,@HSBC_UK_Help Thnks I've got it now after lots of hassle. My friends haven't had this much trouble with their banks. Might be time to switch,-2,0,1, thnks ive got it now after lots of hassle my friends havent had this much trouble with their banks might be time to switch,unknown,negative
4540,@HSBC_UK_Help not helping at all because I register and open my account with HSBC UK :(,1,0,0, not helping at all because i register and open my account with hsbc uk ,unknown,neutral
4541,"@HSBC_UK_Help yes I have. Also emailed, called phone banking and visited the branch. All to no avail. I have a complaint number.",-1,0,0, yes i have also emailed called phone banking and visited the branch all to no avail i have a complaint number,unknown,neutral
4542,"@Skelmz Hi Selma, we're sorry to hear this. We've passed your query onto @HSBC_UK_Help who should be in touch soon to help you further. ^KB",-1,0,0, hi selma were sorry to hear this weve passed your query onto  who should be in touch soon to help you further kb,sadness,negative
4543,"@HSBC_UK_Help your reply is appreciated. Sadly no reply to my recent calls, emails or tweets from #HSBC #Oman. Major disappointment!",-1,0,0, your reply is appreciated sadly no reply to my recent calls emails or tweets from hsbc oman major disappointment,joy,negative
4544,"@HSBC_UK_Help my account is with #HSBC in #Oman, unfortunately. 6+ weeks and no resolution. Any ideas?",-1,0,0, my account is with hsbc in oman unfortunately 6 weeks and no resolution any ideas,unknown,negative
4545,@HSBC_UK_Help any update regrading my email?,0,0,0, any update regrading my email,unknown,positive
4546,@HSBC_UK_Help well I have had no letters and no as I don't have the number...,1,0,0, well i have had no letters and no as i dont have the number,unknown,positive
4547,@HSBC_UK_Help why do you keep taking money off me says pre notified yet I've had no letters!!!!,0,0,0, why do you keep taking money off me says pre notified yet ive had no letters,unknown,positive
4548,RT @fulhamhh: @HSBC_UK_Help help is the wrong word for it. Still nothing and still an upset and deflated son. #poorservice #nocustomercare …,-2,0,1, help is the wrong word for it still nothing and still an upset and deflated son poorservice nocustomercare …,unknown,negative
4549,@HSBC_UK_Help best way to get through is just stay on the line and do nothing u get connected in 2 mins. Cheers,1,0,0, best way to get through is just stay on the line and do nothing u get connected in 2 mins cheers,sadness,negative
4550,@HSBC_UK_Help  #hsbc 68 days now waiting for hsbc to answer a simple question,0,0,0,  hsbc 68 days now waiting for hsbc to answer a simple question,unknown,negative
4551,@HSBC_UK_Help 2 days holding on the line Great way to look after your clients,1,0,0, 2 days holding on the line great way to look after your clients,joy,neutral
4552,@HSBC_UK_Help unable to speak to anyone on 03457 404 404 or 08457 404 404 HOLD for 12 mins then discon due to technical difs <ed><U+00A0><U+00BD><ed><U+00B8><U+009E> 2 days trying,-1,0,0, unable to speak to anyone on 03457 404 404 or 08457 404 404 hold for 12 mins then discon due to technical difs edu00a0u00bdedu00b8u009e 2 days trying,unknown,negative
4553,@HSBC_UK_Help help is the wrong word for it. Still nothing and still an upset and deflated son. #poorservice #nocustomercare #badservice,-2,0,1, help is the wrong word for it still nothing and still an upset and deflated son poorservice nocustomercare badservice,unknown,negative
4554,"@HSBC_UK_Help Hi! I need a proof of address, preferably from you guys. How do I get a bank statement or something similar sent to me?",1,0,0, hi i need a proof of address preferably from you guys how do i get a bank statement or something similar sent to me,sadness,negative
4555,@HSBC_UK_Help It's asking for my telephone banking code. I have no idea what it is,0,0,0, its asking for my telephone banking code i have no idea what it is,unknown,positive
4556,"@HSBC_UK_Help (2/2) Just because they're in original T&amp;C's, doesn't mean everyone knows them. They're important, it takes 2 mins to explain.",1,0,0, 22 just because theyre in original tampcs doesnt mean everyone knows them theyre important it takes 2 mins to explain,unknown,positive
4557,@HSBC_UK_Help Thanks. Can you also pass on that I think it's ridiculous that implications aren't explained when you close accounts (1/2),-1,0,0, thanks can you also pass on that i think its ridiculous that implications arent explained when you close accounts 12,joy,negative
4558,Think my current account has been robbed. Just been called to say I am £500 overdrawn. That's wrong. Who do I ring @HSBC_UK_Help ?,-1,0,0,think my current account has been robbed just been called to say i am 500 overdrawn thats wrong who do i ring  ,unknown,neutral
4559,@HSBC_UK_Help y 'day swapped ISA to Loyalty ISA. Was told I'd get 1.4% intrest on my money in there and I've had nothing?,1,0,0, y day swapped isa to loyalty isa was told id get 14 intrest on my money in there and ive had nothing,joy,neutral
4560,@HSBC_UK_Help 1week &amp; still no money. Wow talk about holding him to ransom. Good old HSBC will take your money but won't let you withdraw it,2,1,0, 1week amp still no money wow talk about holding him to ransom good old hsbc will take your money but wont let you withdraw it,joy,positive
4561,Thanks @HSBC_UK_Help @kiffty @NewsAids for being top engaged members in my community this week (insight by http://t.co/8pUL8GWnUG),1,0,0,thanks    for being top engaged members in my community this week insight by ,surprise,positive
4562,@HSBC_UK_Help would like to thank the HSBC staff for resolving my problem still worried personal papers get lost via internal post tho,-1,0,0, would like to thank the hsbc staff for resolving my problem still worried personal papers get lost via internal post tho,joy,negative
4563,"#HSBC #Oman lost my bank TT. Online staff only stall when I call, ignore email sent. My Branch doesn't care. @HSBC_UK_Help @HSBC_UAE_Help",-3,0,1,hsbc oman lost my bank tt online staff only stall when i call ignore email sent my branch doesnt care  ,joy,negative
4564,@HSBC_UK_Help can you please tell me why I keep having charges put on my account for an arranged overdraft I barely go into? Pennies make £s,0,0,0, can you please tell me why i keep having charges put on my account for an arranged overdraft i barely go into pennies make s,joy,negative
4565,@HSBC_UK_Help awesome thanks!!,1,0,0, awesome thanks,unknown,positive
4566,@HSBC_UK_Help envelope with same address details and stuff?,0,0,0, envelope with same address details and stuff,unknown,negative
4567,"@HSBC_UK_Help boyfriend needs to do security number setup for joint account, cant find this envelope. can we just send the deets in another",0,0,0, boyfriend needs to do security number setup for joint account cant find this envelope can we just send the deets in another,unknown,negative
4568,Hi @HSBC_UK_Help any news on a UK @Windows phone app for my @nokia on @EE yet? Thinking of moving phones so want the latest update?,0,0,0,hi  any news on a uk  phone app for my  on  yet thinking of moving phones so want the latest update,unknown,positive
4569,@HSBC_UK_Help panic off logged out and back in and was there - weird,-2,0,1, panic off logged out and back in and was there  weird,fear,negative
4570,@HSBC_UK_Help my credit card has disappeared from the balances list on app. It was there yesterday - is there a problem?,-1,0,0, my credit card has disappeared from the balances list on app it was there yesterday  is there a problem,unknown,negative
4571,@HSBC_UK_Help it's just clunky/not very easy to navigate - but the speedy reply's impressive so thanks,3,1,0, its just clunkynot very easy to navigate  but the speedy replys impressive so thanks,unknown,positive
4572,@hsbc_uk_help okay. thanks for being helpful,1,0,0, okay thanks for being helpful,unknown,positive
4573,Just downloaded the @HSBC_UK_Help app - pretty shocking compared to the @NatWest_Help one,0,0,0,just downloaded the  app  pretty shocking compared to the  one,unknown,neutral
4574,@HSBC_UK_Help no worries. please let me know if you have received my email,-1,0,0, no worries please let me know if you have received my email,joy,neutral
4575,"@HSBC_UK_Help nvm, will phone up tomorrow!",0,0,0, nvm will phone up tomorrow,unknown,positive
4576,@HSBC_UK_Help yes. I have resend it. I will send it one more time,0,0,0, yes i have resend it i will send it one more time,unknown,positive
4577,@HSBC_UK_Help I've been speaking to people for 2 weeks! Am really not happy with the service I have been given!,1,0,0, ive been speaking to people for 2 weeks am really not happy with the service i have been given,joy,positive
4578,@HSBC_UK_Help dm me :-),0,0,0, dm me ,unknown,positive
4579,@HSBC_UK_Help yeah Christmas Eve,0,0,0, yeah christmas eve,unknown,positive
4580,@HSBC_UK_Help can you explain why it's taken this long? I've phoned everyday and receive the same bullshit 'il have it tomorrow' joke,-2,0,1, can you explain why its taken this long ive phoned everyday and receive the same bullshit il have it tomorrow joke,unknown,neutral
4581,"@HSBC_UK_Help is a joke, 2 weeks I've been waiting for a payment off you, haven't received it, quick enough to take it out though aren't you",0,0,0, is a joke 2 weeks ive been waiting for a payment off you havent received it quick enough to take it out though arent you,unknown,positive
4582,@jjhumphries1979 me too! @HSBC_UK_Help was great! Refunded instantly and stopped my card! Made me reconsider how I use cards though!!!,3,1,0, me too  was great refunded instantly and stopped my card made me reconsider how i use cards though,joy,positive
4583,@HSBC_UK_Help yeah thank you all sorted!,1,0,0, yeah thank you all sorted,unknown,positive
4584,@HSBC_UK_Help will do!,0,0,0, will do,unknown,positive
4585,"@HSBC_UK_Help  All sorted now Jonny, have a good night and don't work too hard!",1,0,0,  all sorted now jonny have a good night and dont work too hard,joy,neutral
4586,@HSBC_UK_Help it's okay my call has been taken now! Thank you :),1,0,0, its okay my call has been taken now thank you ,unknown,neutral
4587,The first time I've been on hold for a long period of time before speaking to an agent at @HSBC_UK_Help :/,0,0,0,the first time ive been on hold for a long period of time before speaking to an agent at  ,unknown,negative
4588,"@HSBC_UK_Help hi I've been waiting on the phone for half an hour but not got through to customer service, any recommendations?",1,0,0, hi ive been waiting on the phone for half an hour but not got through to customer service any recommendations,unknown,positive
4589,@HSBC_UK_Help Again? OK,0,0,0, again ok,unknown,positive
4590,@HSBC_UK_Help tried to pay my Barclaycard via an app and it's saying my debit card issuer won't allow it! Are there any online problems?,-1,0,0, tried to pay my barclaycard via an app and its saying my debit card issuer wont allow it are there any online problems,unknown,negative
4591,@HSBC_UK_Help no. Not sure they understood my frustration and had spent long enough on the phone,0,0,0, no not sure they understood my frustration and had spent long enough on the phone,anger,negative
4592,@HSBC_UK_Help just taken 31 minutes on the phone to activate replacement secure key and had to change all passwords #notimpressed,1,0,0, just taken 31 minutes on the phone to activate replacement secure key and had to change all passwords notimpressed,unknown,positive
4593,@HSBC_UK_Help fraud cxld my cash card 23/12 and still not sent me a new one! I was told 3 working days...,-1,0,0, fraud cxld my cash card 2312 and still not sent me a new one i was told 3 working days,unknown,negative
4594,"@HSBC_UK_Help  yes about Secure Key but no use, I have to go to branch tomorrow.",1,0,0,  yes about secure key but no use i have to go to branch tomorrow,unknown,positive
4595,@HSBC_UK_Help 'Verified By Visa' won't accept the details printed on card trying to register. This is after Secure Key locking this morning.,1,0,0, verified by visa wont accept the details printed on card trying to register this is after secure key locking this morning,unknown,neutral
4596,@HSBC_UK_Help how are u this evening,0,0,0, how are u this evening,unknown,positive
4597,Trying to do online banking with #hsbc @HSBC_UK_Help is an absolute joke.Easier to get into Fort Knox than my own account.,0,0,0,trying to do online banking with hsbc  is an absolute jokeeasier to get into fort knox than my own account,sadness,negative
4598,@HSBC_UK_Help Haven't rung them yet,0,0,0, havent rung them yet,unknown,positive
4599,"@HSBC_UK_Help I don't know what my telephone security number is, so I can link my bank to my business",0,0,0, i dont know what my telephone security number is so i can link my bank to my business,unknown,neutral
4600,"@HSBC_UK_Help no its ok, you're more helpful than the people on the phone <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> cheers anyway",1,0,0, no its ok youre more helpful than the people on the phone edu00a0u00bdedu00b8u0082 cheers anyway,unknown,positive
4601,@HSBC_UK_Help @htimsnad HSBC has confirmed it is to pay US authorities $1.9bn (£1.2bn) in a settlement over money laundering,0,0,0,  hsbc has confirmed it is to pay us authorities 19bn 12bn in a settlement over money laundering,unknown,negative
4602,"@HSBC_UK_Help @stevenkenyon HSBC is facing charges of fraud and money laundering from authorities in Belgium,",-1,0,0,  hsbc is facing charges of fraud and money laundering from authorities in belgium,unknown,negative
4603,"@HSBC_UK_Help 
The BBC’s chairman-elect is being sued over her involvement in the HSBC money-laundering scandal, it was revealed yesterday.",-2,0,1," 
the bbc’s chairmanelect is being sued over her involvement in the hsbc moneylaundering scandal it was revealed yesterday",unknown,negative
4604,@HSBC_UK_Help done! Thanks,0,0,0, done thanks,unknown,positive
4605,@HSBC_UK_Help can you tell me the email address for the visa debit chargeback team? They seem to have given me the wrong one..,-1,0,0, can you tell me the email address for the visa debit chargeback team they seem to have given me the wrong one,unknown,negative
4606,@HSBC_UK_Help I'll send a message. Thanks,0,0,0, ill send a message thanks,unknown,negative
4607,"@HSBC_UK_Help that worked, thanks!",1,0,0, that worked thanks,unknown,positive
4608,"@HSBC_UK_Help attempted withdrawal from ATM, declined the withdrawal but debited my account anyway? 48 hours later. Still no credit back?",0,0,0, attempted withdrawal from atm declined the withdrawal but debited my account anyway 48 hours later still no credit back,unknown,neutral
4609,"@HSBC_UK_Help hi, I can't seem to connect to your number 08457 404 404? is it down?",0,0,0, hi i cant seem to connect to your number 08457 404 404 is it down,unknown,positive
4610,@HSBC_UK_Help thanks! Sorted it!,0,0,0, thanks sorted it,unknown,positive
4611,@HSBC_UK_Help @MrDeanHarvey #frustrating  ITS NOT A COMPLAINT!!!!,-2,0,1,  frustrating  its not a complaint,anger,negative
4612,@HSBC_UK_Help no worries. thanks,-1,0,0, no worries thanks,unknown,negative
4613,@HSBC_UK_Help been trying to get through for 20 mins and no luck? Any help please?,1,0,0, been trying to get through for 20 mins and no luck any help please,joy,neutral
4614,"@HSBC_UK_Help google tried to deliver your message, but it was rejected by the server for the recipient http://t.co/l2jucJGbQ9",-1,0,0, google tried to deliver your message but it was rejected by the server for the recipient ,unknown,positive
4615,"@HSBC_UK_Help got a reply saying 

""delivery to the following recipient failed permanently: ukhelp@hsbc.co.uk""",-1,0,0," got a reply saying 

delivery to the following recipient failed permanently ukhelpcouk",unknown,positive
4616,RT @CJLeader68: Thank you 2the staff at @HSBC_UK_Help #SalisburyBranch today for their preliminary help with mortgage advice! Always nice 2…,2,1,0, thank you 2the staff at  salisburybranch today for their preliminary help with mortgage advice always nice 2…,unknown,positive
4617,Thank you 2the staff at @HSBC_UK_Help #SalisburyBranch today for their preliminary help with mortgage advice! Always nice 2get #goodservice,2,1,0,thank you 2the staff at  salisburybranch today for their preliminary help with mortgage advice always nice 2get goodservice,sadness,positive
4618,@HSBC_UK_Help (2/2) for my £5 compo voucher #generous,1,0,0, 22 for my 5 compo voucher generous,unknown,positive
4619,"@HSBC_UK_Help To be honest, I can't be arsed. The girl on the phone didn't care, I doubt anyone else will. Waiting with baited breath (1/2)",0,0,0, to be honest i cant be arsed the girl on the phone didnt care i doubt anyone else will waiting with baited breath 12,joy,positive
4620,@HSBC_UK_Help perfect. yes I will email to you right now. thanks again!,2,1,0, perfect yes i will email to you right now thanks again,unknown,positive
4621,"@HSBC_UK_Help @Aimee__W it's the best thing you'll ever do, scummy bank",0,0,0,  its the best thing youll ever do scummy bank,unknown,neutral
4622,"@HSBC_UK_Help ""for security reasons, we<U+0092>ve temporarily suspended your access to personal Internet Banking"" okay. I seriously need help!",0,0,0, for security reasons weu0092ve temporarily suspended your access to personal internet banking okay i seriously need help,unknown,positive
4623,@HSBC_UK_Help @katiehubbard HSBC apologises over money laundering lapses,-1,0,0,  hsbc apologises over money laundering lapses,unknown,positive
4624,"@HSBC_UK_Help No, T&amp;C's relating to my ISA.",0,0,0, no tampcs relating to my isa,unknown,positive
4625,@HSBC_UK_Help yes I know. be right back. I will contact you in case there is any problem,0,0,0, yes i know be right back i will contact you in case there is any problem,unknown,positive
4626,@HSBC_UK_Help  #hsbc #customerexperience just been told that a very simple question originally asked on 28.10.14 will take another 8 weeks!!,0,0,0,  hsbc customerexperience just been told that a very simple question originally asked on 281014 will take another 8 weeks,unknown,positive
4627,"Impressive service from @HSBC_UK_Help - Card not working on Monday, given an estimated 4-6 days  for new 1 to arrive. Arrives weds. Thanks!",1,0,0,impressive service from   card not working on monday given an estimated 46 days  for new 1 to arrive arrives weds thanks,unknown,positive
4628,@hsbc_uk_help http://t.co/l2jucJGbQ9 no. I'm not using the app,0,0,0,  no im not using the app,unknown,positive
4629,@hsbc_uk_help or would it be possible if I get an email to explain my situation right now.  am really stuck and hope someone can assist me?,0,0,0, or would it be possible if i get an email to explain my situation right now  am really stuck and hope someone can assist me,sadness,neutral
4630,"@hsbc_uk_help ""there is currently a system fault."" no idea. is there any way for me to reset my internet banking details?",-1,0,0, there is currently a system fault no idea is there any way for me to reset my internet banking details,unknown,negative
4631,@HSBC_UK_Help give me my money today,0,0,0, give me my money today,unknown,positive
4632,"@HSBC_UK_Help hi darren, seems like I have a problem login in to my internet banking. right now I'm in france",1,0,0, hi darren seems like i have a problem login in to my internet banking right now im in france,joy,neutral
4633,RT @saheaton: 2m living with sightloss #UK @HSBC_UK_Help how feasible would it be to offer large fonts on your express banking machines? #i…,1,0,0, 2m living with sightloss uk  how feasible would it be to offer large fonts on your express banking machines i…,unknown,positive
4634,@directhex @HSBC_UK_Help or onshore. One advantage NatWest has. I still use HSBC though.,1,0,0,  or onshore one advantage natwest has i still use hsbc though,unknown,positive
4635,After 3 bad months with @BarclaysOnline I've realised my mistake. @HSBC_UK_Help Exeter high St branch have saved me! http://t.co/z4QJJmGqfu,-2,0,1,after 3 bad months with  ive realised my mistake  exeter high st branch have saved me ,anger,negative
4636,"@HSBC_UK_Help Ahh that's great, thanks. Yeah, having that service within the app would be great.",2,1,0, ahh thats great thanks yeah having that service within the app would be great,joy,positive
4637,@HSBC_UK_Help Hi there - is there a way to receive notifications on your iPhone app when you a payment goes into your account?,0,0,0, hi there  is there a way to receive notifications on your iphone app when you a payment goes into your account,unknown,negative
4638,"@HSBC_UK_Help Ok. If I didn't need to visit a branch, how long would it take?",0,0,0, ok if i didnt need to visit a branch how long would it take,unknown,negative
4639,"I'm sure @HSBC_UK_Help you don't need my feedback. Apparently you been inundated with calls asking what you need. Answer ""we can't advise""",-1,0,0,im sure  you dont need my feedback apparently you been inundated with calls asking what you need answer we cant advise,unknown,negative
4640,"@HSBC_UK_Help If I complete the process for applying for a business bank account online, how long will it before an account is opened?",0,0,0, if i complete the process for applying for a business bank account online how long will it before an account is opened,unknown,negative
4641,@HSBC_UK_Help big thanks to Eva at your #reading broad street branch for being so amazing and helping me with all my issues!,1,0,0, big thanks to eva at your reading broad street branch for being so amazing and helping me with all my issues,surprise,positive
4642,"@HSBC_UK_Help @directhex log this your scum,",-1,0,0,  log this your scum,unknown,negative
4643,"OK, card fixed. @HSBC_UK_Help need to ship some proper phones to their call centers though, so I don't have to guess what the person said.",1,0,0,ok card fixed  need to ship some proper phones to their call centers though so i dont have to guess what the person said,unknown,negative
4644,"@HSBC_UK_Help the message I get is: ""we stopped your card,  can't be bothered to sort it out, you can waste half a day dealing with us yeah?",-2,0,1, the message i get is we stopped your card  cant be bothered to sort it out you can waste half a day dealing with us yeah,sadness,negative
4645,@HSBC_UK_Help will you accept a provisional&amp;paper part license along with birthday cerfic. as I don't have an in-date passport <ed><U+00A0><U+00BD><ed><U+00B8><U+0090>,0,0,0, will you accept a provisionalamppaper part license along with birthday cerfic as i dont have an indate passport edu00a0u00bdedu00b8u0090,unknown,positive
4646,@HSBC_UK_Help beautiful! Thank you very much! Called another person who told me it was impossible,1,0,0, beautiful thank you very much called another person who told me it was impossible,unknown,positive
4647,Called @HSBC_UK_Help to get a bank statement with my address on urgently seeing as my one hasn't turned up I ordered before Xmas...,0,0,0,called  to get a bank statement with my address on urgently seeing as my one hasnt turned up i ordered before xmas,sadness,negative
4648,"@HSBC_UK_Help no, I wanted advise on pensions, but u don't do them",0,0,0, no i wanted advise on pensions but u dont do them,unknown,positive
4649,".@HSBC_UK_Help my expectation from my bank is that if they feel a need to decline my card, *they* call *me* within *seconds*.",-1,0,0, my expectation from my bank is that if they feel a need to decline my card they call me within seconds,unknown,negative
4650,"RT @directhex: Not suspicious: a £550 plane ticket. Suspicious, card declined: £35 of bus ticket to the airport. Amazing work as always, @H…",0,0,0, not suspicious a 550 plane ticket suspicious card declined 35 of bus ticket to the airport amazing work as always …,surprise,neutral
4651,"Not suspicious: a £550 plane ticket. Suspicious, card declined: £35 of bus ticket to the airport. Amazing work as always, @HSBC_UK_Help",0,0,0,not suspicious a 550 plane ticket suspicious card declined 35 of bus ticket to the airport amazing work as always ,surprise,neutral
4652,@HSBC_UK_Help I'm still waiting for an email,0,0,0, im still waiting for an email,unknown,positive
4653,"@HSBC_UK_Help that must be it then! Didn't realise it was one month after final payment, it's only been a week... thanks",0,0,0, that must be it then didnt realise it was one month after final payment its only been a week thanks,unknown,positive
4654,"@HSBC_UK_Help ok great,  thanks for your help.",1,0,0, ok great  thanks for your help,joy,positive
4655,Would u believe it @HSBC_UK_Help do not offer pensions anymore #lifesucks,0,0,0,would u believe it  do not offer pensions anymore lifesucks,unknown,positive
4656,@HSBC_UK_Help thank you - and what's the maximum amount of time that will take to arrive into their account?,1,0,0, thank you  and whats the maximum amount of time that will take to arrive into their account,unknown,positive
4657,this might be more useful to you than me http://t.co/sRzd8O52so @HSBC_UK_Help: abcdefazz recent statement from your current bank...,1,0,0,this might be more useful to you than me   abcdefazz recent statement from your current bank,unknown,neutral
4658,"@HSBC_UK_Help great, thanks for your help!",1,0,0, great thanks for your help,joy,positive
4659,"@HSBC_UK_Help hiya, what documents do I need to take with me when opening up a student account please?",0,0,0, hiya what documents do i need to take with me when opening up a student account please,joy,negative
4660,"@HSBC_UK_Help great ill give that a try, thank you for your help",2,1,0, great ill give that a try thank you for your help,joy,neutral
4661,"@HSBC_UK_Help will do soon. However my query isn't really related to my account, I'm simply trying to establish what's *meant* to happen?",0,0,0, will do soon however my query isnt really related to my account im simply trying to establish whats meant to happen,unknown,neutral
4662,@HSBC_UK_Help credit where credits due. Val and Owen from the Runcorn branch have helped me out a lot this morning. Thanks.,1,0,0, credit where credits due val and owen from the runcorn branch have helped me out a lot this morning thanks,unknown,positive
4663,@HSBC_UK_Help Ford? No i don't I wanted to make an appointment to talk about it and see what i could get with my deposit etc,0,0,0, ford no i dont i wanted to make an appointment to talk about it and see what i could get with my deposit etc,sadness,negative
4664,"@HSBC_UK_Help I've had enough now with your poor services , I'm off to a helpful bank",1,0,0, ive had enough now with your poor services  im off to a helpful bank,sadness,negative
4665,"@HSBC_UK_Help if you have the funds in your current account, is there a limit on how much you can make a single payment for online?",-1,0,0, if you have the funds in your current account is there a limit on how much you can make a single payment for online,unknown,negative
4666,@HSBC_UK_Help *so i can't phone up my branch. I just want to make an appointment to chat to someone at the Streatham Hill branch. Thanks,0,0,0, so i cant phone up my branch i just want to make an appointment to chat to someone at the streatham hill branch thanks,unknown,positive
4667,"@HSBC_UK_Help hello, i want to make an appointment to talk about mortgage options with my branch but i don't have telephone banking*",0,0,0, hello i want to make an appointment to talk about mortgage options with my branch but i dont have telephone banking,unknown,positive
4668,RT @saheaton: 2m living with sightloss #UK @HSBC_UK_Help how feasible would it be to offer large fonts on your express banking machines? #i…,1,0,0, 2m living with sightloss uk  how feasible would it be to offer large fonts on your express banking machines i…,unknown,positive
4669,Anybody found @HSBCUKBusiness and their FATCA directive extremely frustrating? Ringing @HSBC_UK_Help  is no help!,-1,0,0,anybody found  and their fatca directive extremely frustrating ringing   is no help,anger,negative
4670,@HSBC_UK_Help Still didn't manage to your bank are so incompetent and inconsistent and most of all unhelpful #imoff,-3,0,1, still didnt manage to your bank are so incompetent and inconsistent and most of all unhelpful imoff,unknown,negative
4671,@HSBC_UK_Help hi what happens at the end of a regular saver term... money is just sitting there; it hasn't moved and no interest applied?,1,0,0, hi what happens at the end of a regular saver term money is just sitting there it hasnt moved and no interest applied,joy,positive
4672,"@HSBC_UK_Help Thanks! That's very kind of you. No need, we have everything covered now! :)",0,0,0, thanks thats very kind of you no need we have everything covered now ,joy,neutral
4673,"@HSBC_UK_Help @KellsChurch do homework, Mexican Drug Cartels Stunning Files Link HSBC Money Laundering Biggest Bank Fraud Case - 9.23.2011",0,0,0,  do homework mexican drug cartels stunning files link hsbc money laundering biggest bank fraud case  9232011,unknown,negative
4674,"@HSBC_UK_Help Hey! No worries, we worked out that was the case! :) Thanks!",0,0,0, hey no worries we worked out that was the case  thanks,unknown,negative
4675,RT @HSBC_UK_Help: Good morning. Darren here to answer any questions you may have. I hope you are all having a lovely start to the year. ^DC,2,1,0, good morning darren here to answer any questions you may have i hope you are all having a lovely start to the year dc,joy,positive
4676,@HSBC_UK_Help thank you!,1,0,0, thank you,unknown,positive
4677,"@HSBC_UK_Help I look forward to hearing from them, and thank you - the Twitter teams are always the most helpful! <ed><U+00A0><U+00BD><ed><U+00B8><U+008F>",2,1,0, i look forward to hearing from them and thank you  the twitter teams are always the most helpful edu00a0u00bdedu00b8u008f,unknown,positive
4678,@HSBC_UK_Help I was typing the wrong email! Sent it now! Will a provisional driving license be okay?,-1,0,0, i was typing the wrong email sent it now will a provisional driving license be okay,unknown,neutral
4679,@HSBC_UK_Help no I need to speak to someone,0,0,0, no i need to speak to someone,unknown,negative
4680,"@HSBC_UK_Help Just tried to call twice and was cut off both times any chance of a customer call back , Will PM number if available.",1,0,0, just tried to call twice and was cut off both times any chance of a customer call back  will pm number if available,unknown,neutral
4681,@HSBC_UK_Help yes I have thanks!,0,0,0, yes i have thanks,unknown,positive
4682,"@HSBC_UK_Help yeah just, not happy though had to draw cash from my credit card which will cost me",1,0,0, yeah just not happy though had to draw cash from my credit card which will cost me,joy,positive
4683,@HSBC_UK_Help @HSBC_UK_Press disgusting dealing with HSBC to get PPI refund after having the offer letter and them advising receipt of docs,0,0,0,  disgusting dealing with hsbc to get ppi refund after having the offer letter and them advising receipt of docs,disgust,negative
4684,@HSBC_UK_Help also this email address doesn't work?,1,0,0, also this email address doesnt work,unknown,positive
4685,@HSBC_UK_Help can i go to a branch to withdraw cash? 2/2,0,0,0, can i go to a branch to withdraw cash 22,unknown,negative
4686,"@HSBC_UK_Help I was told 4-6 working days, if i had known it would be a full week i would have got it delivered back home. 1/2",0,0,0, i was told 46 working days if i had known it would be a full week i would have got it delivered back home 12,unknown,positive
4687,@HSBC_UK_Help  67 days and counting .... #hsbc,0,0,0,  67 days and counting  hsbc,unknown,positive
4688,"@HSBC_UK_Help that is because you don't care about your customers. Just fob us off with "" I understand "" when actually you don't",0,0,0, that is because you dont care about your customers just fob us off with  i understand  when actually you dont,joy,positive
4689,RT @fulhamhh: @HSBC_UK_Help almost a week and still no access to my sons money. Thank god I am here to help as he bank won't #poorservice,1,0,0, almost a week and still no access to my sons money thank god i am here to help as he bank wont poorservice,sadness,positive
4690,RT @saheaton: 2m living with sightloss #UK @HSBC_UK_Help how feasible would it be to offer large fonts on your express banking machines? #i…,1,0,0, 2m living with sightloss uk  how feasible would it be to offer large fonts on your express banking machines i…,unknown,positive
4691,@HSBC_UK_Help think it's absolutely terrible I have to wait a whole week for a new bank card to arrive. metro bank print it in front of you.,-1,0,0, think its absolutely terrible i have to wait a whole week for a new bank card to arrive metro bank print it in front of you,fear,negative
4692,@HSBC_UK_Help almost a week and still no access to my sons money. Thank god I am here to help as he bank won't #poorservice,1,0,0, almost a week and still no access to my sons money thank god i am here to help as he bank wont poorservice,sadness,positive
4693,RT @saheaton: 2m living with sightloss #UK @HSBC_UK_Help how feasible would it be to offer large fonts on your express banking machines? #i…,1,0,0, 2m living with sightloss uk  how feasible would it be to offer large fonts on your express banking machines i…,unknown,positive
4694,":'( ""@HSBC_UK_Help: @AmourKhalifa Hi there. For security reasons we would recommend deleting this tweet as it contains account details. ^DC""",1,0,0,   hi there for security reasons we would recommend deleting this tweet as it contains account details dc,unknown,neutral
4695,@HSBC_UK_Help is the a way to get a notification via text when there has been some activity in my account?,0,0,0, is the a way to get a notification via text when there has been some activity in my account,sadness,negative
4696,@HSBC_UK_Help I did that last week and got no where!,0,0,0, i did that last week and got no where,unknown,negative
4697,@HSBC_UK_Help morning Darren I had a loan with interest cash back which you paid to a closed account on the 30th dec. Help!,0,0,0, morning darren i had a loan with interest cash back which you paid to a closed account on the 30th dec help,joy,neutral
4698,@HSBC_UK_Help can I apply for a black card ?,0,0,0, can i apply for a black card ,unknown,negative
4699,@HSBC_UK_Help Hi. I was thinking of moving my bank account. Why should I go with you guys?,0,0,0, hi i was thinking of moving my bank account why should i go with you guys,unknown,negative
4700,@HSBC_UK_Help yes thank you. My issue has been resolved.,0,0,0, yes thank you my issue has been resolved,unknown,positive
