"","x"
"580","@Ask_WellsFargo just got a new account with u guys! Haha happy tweet"
"581","@Ask_WellsFargo Thanks! Just getting a loan payoff."
"582","RT @Ask_WellsFargo: @rosie_tatiana What happened to cause you to feel this way? Tell us about the situation (no account numbers) and we'll …"
"583","RT @Ask_WellsFargo: @jourrrx Thanks for this awesome compliment! We greatly appreciate it. Have a wonderful rest of your week! ^JD"
"584","@Ask_WellsFargo hey! Luckily customer service came through. Great job fixing my issue! Thanks!!!"
"585","@Ask_WellsFargo Done."
"586","@Ask_WellsFargo it's been worked out and my life is back in order"
"587","RT @Ask_WellsFargo: @huntercrowdertv Saw your tweet. Did you speak to a banker about this? If not, call the number on the back of the card …"
"588","@Ask_WellsFargo will be resolving problem soon- thankyou"
"589","@Ask_WellsFargo I always get denied so like.. Why try? You know... I'll just have to take longer to get a degree."
"590","@Ask_WellsFargo   follow back please, thanks :)"
"591","@Ask_WellsFargo weeks and take out my whole paycheck from 2 weeks ago.  WITHOUT notifying me! WF can feel free to pay any fees I get!"
"592","@Ask_WellsFargo you didn't take the correct amount of taxes out of my paycheck 2 weeks ago.  So instead of correcting it then, you wait 2"
"593","@Ask_WellsFargo @UncensoredArab 
No, it was not.  I dont want to keep reaching in my pocket to see how long its taking. Wall clocks please"
"594","@Ask_WellsFargo yes, yes I am!!! Where has it gone? Why did it leave? Will it be back???"
"595","@Ask_WellsFargo yes I did thanks"
"596","@Ask_WellsFargo Yes! Just making a deposit <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"597","@Ask_WellsFargo atm jammed on cash deposit. 3 months later they took the credit away with no notification and claim it isn't mine. No help"
"598","@Ask_WellsFargo Yep. By calling the loan company while sitting at the branch bankers desk. You people need to get some satellites linked up."
"599","RT @Ask_WellsFargo: @_KenSweatshirt That's great to hear! Which Wells Fargo store do you visit? We want to share the feedback with the stor…"
"600","RT @Ask_WellsFargo: @_KenSweatshirt Thanks for getting back to us. Enjoy the rest of your day! ^DQ"
"601","@Ask_WellsFargo And that one never arrived either. I was told 7-10 business days both times. My card should of been here."
"602","@Ask_WellsFargo Opened an acct w/ you all 11/13. Didn't receive my debit card. Called back 12/20 to reorder the one that never got here."
"603","@Ask_WellsFargo why is your mobile check deposit function not allowing my pictures to work? The pictures are 100% clear. App needs work."
"604","Also @Ask_WellsFargo still waiting for info about my favorite #atm inside NYC subway at Time Sq that has gone missing! What happen!?!?"
"605","Wow great job @Ask_WellsFargo on the new and improved iPad app for #mobilebanking !! Love it!!!"
"606","You guys have ATMs in Staten Island ? @Ask_WellsFargo"
"607","@Ask_WellsFargo I lost out on 2200 rewards points due to customer service telling me my card was fine to use 3 times It is being reviewed. <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>"
"608","@Ask_WellsFargo the one on randleman rd, Greensboro, nc"
"609","@Ask_WellsFargo I have to do so over multiple days &amp; that costs me $2.50/time again... More money just forked over to a multi-billion $ corp"
"610","@Ask_WellsFargo I've been in an opportunity account for over a year and a half now so when I want to get more than $300 of my own money..."
"611","@Ask_WellsFargo somehow taking $2.50 from my hard earned money every time I use a non-WF ATM is justifiable to you guys. Get w the times!"
"612","RT @Ask_WellsFargo: @shannnniaaa What's going on? Let us know if there's some way we can help. For your privacy, do not tweet any account n…"
"613","@Ask_WellsFargo I think they are tryna make me overdraft so I get charged"
"614","@Ask_WellsFargo The branch banker could not access my payoff amount. We had to call someone else. Absurd. Next loan will be elsewhere."
"615","“@Ask_WellsFargo: @keylayroemae What happened? ^GG” when I pay my bills with my debit card somehow it's not registering. #FixIt"
"616","@Ask_WellsFargo getting the runaround on a short sale. Have someone contact me ASAP."
"617","@Ask_WellsFargo Do  have a Wells Fargo Auto twitter handle. Who can I speak to?"
"618","@Ask_WellsFargo you guys blocked me from making payments, then charge me late fees? Does that make sense?"
"619","@Ask_WellsFargo Appreciate it tho bae <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"620","""@Ask_WellsFargo: We can look into your concern, James. Please call the number on the back of the card…^DW"" Ain't nobody got time fo dat DW!"
"621","@Ask_WellsFargo na I'm dun wit yall."
"622","RT @JordanMaday: @Ask_WellsFargo well I walked in to open an account and this guy had the worst Indian accent and I had to leave. I couldn'…"
"623","@Ask_WellsFargo well I walked in to open an account and this guy had the worst Indian accent and I had to leave. I couldn't deal."
"624","@Ask_WellsFargo no acct # how do u know if u can help?"
"625","@Ask_WellsFargo you guys are frustrating"
"626","@Ask_WellsFargo yeah people that speak English!"
"627","RT @Ask_WellsFargo: @AbdullahTanimu3 We want the chance to help. Please tell us what happened (no account numbers). ^JW"
"628","@Ask_WellsFargo how do i deposit an amex gift cheque?can it be done mobile?"
"629","RT @Ask_WellsFargo: @laureljustdont Glad to see Lovey made your day! ^TL"
"630","@Ask_WellsFargo we're in foreclosure bc in 06 u approved me 4 a $701,000 loan knowing full well I couldn't afford. Now we're homeless"
"631","@Ask_WellsFargo I often hear different variations of policies"
"632","“@Ask_WellsFargo: @BrandoClarko Hi Brandon, let us know if we can help in some way. ^DQ”"
"633","Always thankful when my homeowners are given assistance by you guys...@BofA_Help @Ask_WellsFargo (^sp)"
"634","@Ask_WellsFargo Okay, I want to start an account with you guys and I wanted to know if you have monthly fees and if so how do I waive them?"
"635","@Ask_WellsFargo in a dispute for a wrong credit card payment. Dispute still in limbo after multiple long calls."
"636","@Ask_WellsFargo Mount Joy visit 1 time. Harrisburg 3 times."
"637","@Ask_WellsFargo issue finally resolved. I'll stay, but train your bankers better on how to correctly fill out Addendum to Certificates."
"638","RT @Ask_WellsFargo: @LoyalRiches We might be able to assist you. Let us know the reason behind your decision. ^TL"
"639","@Ask_WellsFargo omg please relax"
"640","@Ask_WellsFargo I think my protest will be heard better by leaving your organization, which also, is incredibly difficult."
"641","@Ask_WellsFargo can a wells Fargo customer care dm me as soon as possible it's regarding my account"
"642","@Ask_WellsFargo - You need to follow me, so that I can DM you."
"643","@Ask_WellsFargo cool beanz!  Thanks"
"644","@Ask_WellsFargo  Can I access Wells Fargo Dealer Services on the mobile app?"
"645","@Ask_WellsFargo Way too late now. I spoke to your customer service this am and the bank twice. All over a trust document I submitted twice."
"646","@Ask_WellsFargo are they gonna give my $20 back??"
"647","@Ask_WellsFargo is taking money away from already poor people fun for y'all or nah?"
"648","RT @Ask_WellsFargo: @_ColeBaby You're welcome. Please let us know if we can be of additional help. ^SN"
"649","@Ask_WellsFargo OK thank you."
"650","RT @Ask_WellsFargo: @bryce_washed Glad to see this matter was handled, Bryce! If you have additional questions or concerns in the future, t…"
"651","@Ask_WellsFargo thanks again for doing that kind jesture at the beginning of the month without me knowing. You all are the best! <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>"
"652","@Ask_WellsFargo I laugh in the day, the selection was tiny and I couldn't change it."
"653","@ask_wellsfargo Because of the failure to fix the site for the last 7+ years it has prevented me from using the site for the last 7+ years"
"654","@Ask_WellsFargo my account balance is almost $100 negative when I haven't used it since the 2nd. And you guys can't block my account for me?"
"655","RT @Ask_WellsFargo: @bradleyg_nzalez Hi Bradley, tell us more info (no account numbers) about the experience you're having, as we're here t…"
"656","@Ask_WellsFargo Did you ever add @opera support to the website? (I asked a few years ago, and talked to someone)"
"657","@Ask_WellsFargo FYI - awesome #custserv.  Just had a call back from a DM I left @WellsFargo. Great job!"
"658","@Ask_WellsFargo can you dm me !!"
"659","@Ask_WellsFargo Things pending, then disappearing banking then showing up days later then disappearing again..on and on. #corrupt #mobsters"
"660","@Ask_WellsFargo Let's start with a closed savings account that you guys never closed and took money from my checking monthly to cover my ---"
"661","@Ask_WellsFargo thanks!  Everyone at the branch is super nice but that atm is possessed."
"662","@Ask_WellsFargo your ATMs don't accept money... There is nothing you can do. Very frustrating !"
"663","@Ask_WellsFargo I need to deposit money into my account by 8pm at a branch so I won't get charged an over draft fee"
"664","@Ask_WellsFargo By the way is there a way I could apply for a customer service job in one of your Vegas offices?"
"665","@Ask_WellsFargo Will do, after I troubleshoot this myself. I like doing that."
"666","@Ask_WellsFargo which makes no sense to me"
"667","@Ask_WellsFargo oh I have, 3 separate times and all I'm told is that they can't reverse them and the reason why is they can't tell me.. Huh"
"668","@Ask_WellsFargo can I be honest with you JD, will my message really get conveyed to the technical team?"
"669","RT @Ask_WellsFargo: @WATTz_Lopez Tell us your suggested ATM location and we'll notify our ATM team or visit http://t.co/sTGYr2IPHs to find …"
"670","RT @Ask_WellsFargo: @WATTz_Lopez Tell us your suggested ATM location and we'll notify our ATM team or visit http://t.co/sTGYr2IPHs to find …"
"671","RT @Ask_WellsFargo: @lawlz13 We're happy we were able to assist. Thanks for sharing! ^PC"
"672","@Ask_WellsFargo did you receive my info?"
"673","@Ask_WellsFargo I called and they say there is no grace period! I understand that... Is there any customer service? Pathetic!"
"674","@Ask_WellsFargo Yes @alexgraymatter, please elaborate."
"675","RT @Ask_WellsFargo: @ohitspaula_ Have you spoken to a banker about this? If not, please call 1-800-869-3557 or visit a Wells Fargo store. T…"
"676","@Ask_WellsFargo QUESTION"
"677","@Ask_WellsFargo a) how much can the value of a home have changed in a whopping 2 weeks"
"678","@Ask_WellsFargo WELLS FARGO MORTGAGE COMPANY IS INCOMPETENT"
"679","@Ask_WellsFargo This happens at ATMs all over El Paso, TX. I can't find one that works consistently. Really frustrating."
"680","@Ask_WellsFargo I needed to deposit 5 checks this morning. It took 6 tries, and only 3 checks were actually scanned and accepted..."
"681","@Ask_WellsFargo Thank you so much for help."
"682","@Ask_WellsFargo Thanks for the Management and Treatment of Alex ; quick response to my case!"
"683","@Ask_WellsFargo I have been a customer less than a month and I can honestly say I've never been angrier at a banking company in my life."
"684","RT @Ask_WellsFargo: @juanalvarez006 We appreciate the visit, Juan! ^DQ"
"685","@Ask_WellsFargo I already did the banker and manager couldn't waive it I just want it back. This is too much"
"686","@Ask_WellsFargo I've problem with receiving money by email, the problem is with Bank of America, they told me call Wells Fargo to Fix it"
"687","@Ask_WellsFargo @ChelseaATX ""Use more cash"" didn't really resolve my concerns, no."
"688","@Ask_WellsFargo follow me I'm not tweeting it"
"689","RT @Ask_WellsFargo: @matt_west_17 It'd be best to explore options that best fit your banking needs with a banker at 1-800-642-4720 or visit…"
"690","@Ask_WellsFargo Thank you very much :)"
"691","@Ask_WellsFargo unreasonable amount of charges made. I would like them removed. Multiple accts with you guys, will close soon of not fixed"
"692","@Ask_WellsFargo I hate your stupid over draft fees"
"693","@Ask_WellsFargo I'm giving your bank and this branch 1 more chance to redeem yourselves. If the customer service doesn't change I'm DONE."
"694","@Ask_WellsFargo She said ""Yes, but the government could fail."" I ended up cashing it at Walmart with no questions asked!"
"695","@Ask_WellsFargo a simple bank transfer turned into a series of calls ending with threats to freeze my accounts."
"696","@Ask_WellsFargo Went to cash a tax refund (I have account). Didn't want to deposit and woman refused to cash because unless..."
"697","@Ask_WellsFargo I met with the store branch manager, Daniel Aberra and he profusely apologize as my mother who had the issue explained the"
"698","@Ask_WellsFargo Thank you so much!"
"699","@Ask_WellsFargo  I'm very unhappy with your services . If you are serious there are so many ways you can make#good."
"700","@Ask_WellsFargo I've made so many people become Wachovia and Wells Fargo members. I'm this bank's biggest fan. So this is really sad."
"701","@Ask_WellsFargo Okay, thank you very much!"
"702","@Ask_WellsFargo I mean, all of that is pretty awful. I've been with you guys forever. ""Nothing you can do?"" That makes me so sad. :-("
"703","@Ask_WellsFargo and when I called back, I was told that person gave me incorrect information and there was nothing they can do."
"704","@Ask_WellsFargo the ATM wouldn't let me make a deposit that I needed yesterday. I got it all straightened out though <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"705","RT @Ask_WellsFargo: @AyyShybaby We understand you're upset. For immediate assistance, visit a WF store or call 1-800-869-3557 to speak to a…"
"706","RT @Ask_WellsFargo: @ThatDamnJessie We're happy to hear that! Hope you have a wonderful week! Take care. ^JD"
"707","@Ask_WellsFargo I have. I was told 3-5 business days and it has been 6"
"708","@Ask_WellsFargo Doesn't allow scheduling direct transfers except wire transfers w/ a huge fee. I want to schedule SurePay for monthly rent."
"709","RT @Ask_WellsFargo: @HugoBossRoss You're welcome. ^PC"
"710","@Ask_WellsFargo After that a HR phone call I will be closing this account smh 2008-2015"
"711","@Ask_WellsFargo asked my tax payment to be paid in Jan from escrow and it was paid in Dec - screwing up my itemized deductions for the year."
"712","@Ask_WellsFargo I basically just wanted a reason to use your bank."
"713","@Ask_WellsFargo the one in SJ on market street. His name is Paul <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"714","@SallieMae screwed up 1st. They reversed charges on Fri. Now I wait for @Ask_WellsFargo fix this. #incompetent http://t.co/wwDpJe5Fm6"
"715","@Ask_WellsFargo When I go shopping for a house, I will not be considering Wells Fargo for financing."
"716","@Ask_WellsFargo No way I'm doing that via twitter. The matter was resolved, finally, after 6 days &amp; 4 attempts."
"717","@Ask_WellsFargo she called yesterday when the theft was discovered &amp; it happened again 12 hrs later"
"718","@Ask_WellsFargo this tweet was posted on 12/30/14 when the issue happened &amp; there was no follow-up, which is disappointing."
"719","@Ask_WellsFargo I've called them many many times.  Nothing has been done to make this any better"
"720","@Feisty_Sarah @Ask_WellsFargo Thanks for reporting. Post a screenshot here or forward to reportphish@wellsfargo.com"
"721","@Ask_WellsFargo thanks <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>."
"722","@Ask_WellsFargo 96yr old mom hassled at W Miami branch. After 50 years using same ID there it's no longer sufficient."
"723","@Ask_WellsFargo  Your welcome and have a nice weekend as well."
"724","RT @Ask_WellsFargo: @1BRANAE It'd be best to speak to a banker about this. Please visit http://t.co/3ZSgIRCCeC to find a store location in …"
"725","@Ask_WellsFargo Called today w/an issue. Told, ""Sorry you can't seem to understand."" by a CS supervisor &amp; was hung up on.  So probably not!"
"726","@Ask_WellsFargo I got my answer when I went to the #ATM and the charge was a ridiculous $ 5 disgusting, most I have ever seen!"
"727","@Ask_WellsFargo random overdraft fees I knew nothing about <ed><U+00A0><U+00BD><ed><U+00B8><U+00AA>"
"728","@Ask_WellsFargo Hi; I`m from Argentina, raised an LLC in Miami. What do I need to open a checking account+debit card? Estimated time? Thx!"
"729","@Ask_WellsFargo oh, good. Thank you for doing that!"
"730","As you can see: still no change to my account. I didn't double charge ME! Fix this @Ask_WellsFargo @SallieMae http://t.co/qeLEYMnEYP"
"731","@Ask_WellsFargo the one on westheimer Kirkwood Houston tx 77077"
"732","@Ask_WellsFargo How about you revert to the previous version that worked absolutely fine? I know I am not alone here...just read the reviews"
"733","RT @Ask_WellsFargo: @KyleLaron We're glad to hear this! If you need assistance with something in the future, please don't hesitate to conta…"
"734","@Ask_WellsFargo Archaic communication system with customers.  Banking should be in realtime.  Thanks for the reply.  Been with WF for 15yrs"
"735","RT @lilyyandrews: @Ask_WellsFargo I figured it out, thanks guys ;-) http://t.co/5rw9CXNQTs"
"736","RT @Ask_WellsFargo: @TrinaMason Thanks for taking the time to visit us today, Trina! Hope you have a great weekend! ^JD"
"737","@Ask_WellsFargo ""Lost"" Do you have an email I can send to?"
"738","@Ask_WellsFargo yes.  Better service, but still the same non-answers."
"739","@Ask_WellsFargo can't figure out how to DM you right now. How bout you DM me and I will give you my info?"
"740","@Ask_WellsFargo It is not acceptable that my funds should be tied up because of someone's incompetence."
"741","@Ask_WellsFargo It took several weeks, but the credit card issue is being resolved. Soon I'll be able to start on the points refund again."
"742","@Ask_WellsFargo nevermind. Citlaly and Kasey were amazing customer service reps and totally turned my frown upside down <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"743","@Ask_WellsFargo I've been to our local branch 3 times in the last two days"
"744","@Ask_WellsFargo Its Walmart. Not you. Deleting tweet"
"745","@Ask_WellsFargo U should notify ALL bankers that this is not acceptable...not doing ur job for u"
"746","@Ask_WellsFargo his common sense and listening skills need improvement"
"747","@Ask_WellsFargo which is for the one i did have and not the one i wanted so now im left with 2 cancled debit cards"
"748","@Ask_WellsFargo this overdraft stuff... I got it under control though...."
"749","@Ask_WellsFargo Can't seem to create an online profile, getting an error message that Wells Fargo online is temporarily unavailable?"
"750","RT @Ask_WellsFargo: @ItsKeniaaa_ Have you filed a claim? If not, please call us at 1-800-869-3557. Thanks. ^JW"
"751","@Ask_WellsFargo nope. I have to go into a Wells Fargo. The security questions asked to reset my password, most people wouldn't know."
"752","@Ask_WellsFargo Skype came to my rescue! But thanks anyway, you're great."
"753","@Ask_WellsFargo a charge for an overdraft of 224 that's ridiculous!  Closing my account #Disappointed"
"754","RT @Ask_WellsFargo: @CaressMyCake We appreciate the mention. If there’s something we can look into for you, please let us know. Enjoy the r…"
"755","@Ask_WellsFargo By DM"
"756","@Ask_WellsFargo keep getting cards that dont work i have got 2 debt card they only work for the day i have it have a new one in the mail now"
"757","@Ask_WellsFargo thx for doling out my funds to me like it's a paycheck.. $500 yesterday.. $2,500 today.. I need the balance released ASAP!"
"758","At first the guy was rude then I called back &amp; the lady was very helpful RT @Ask_WellsFargo: @Such_a_Lesbian Were they able to assist you?"
"759","RT @Ask_WellsFargo: @carlagee13 We appreciate the love! Thanks! ^PC"
"760","@Ask_WellsFargo i think i have recieved a fraudulant email that is trying to fish for my account information. how i do go about reporting?"
"761","@Ask_WellsFargo you could reimburse me for my troubles"
"762","@Ask_WellsFargo and I have a late fee that I shouldn't be responsible for &amp; the bank is just going in circles with me on this."
"763","@Ask_WellsFargo I cancelled an automatic payment on my account, was told by the teller it was canceled &amp; it wasn't. Now a check bounced"
"764","@Ask_WellsFargo it's just that you have such little real estate in NYC you would think you would add not take away! Such a shame."
"765","RT @Ask_WellsFargo: @Dr3aDrea We apologize for the wait. Did this happen at a Wells Fargo store or over the phone? If you need assistance, …"
"766","@Ask_WellsFargo I believe it is 7620 little river turnpike, Annandale Virginia"
"767","@Ask_WellsFargo Thank You"
"768","@Ask_WellsFargo it is the one off of little river turnpike"
"769","@Ask_WellsFargo wow thanks for taking time out to reply! I love your customer service! #NowFollowing"
"770","@Ask_WellsFargo It gave me emotional scars"
"771","@Ask_WellsFargo Continuous poor customer service. Get your online banking together because that just lost you another user of your services."
"772","@Ask_WellsFargo I received horrible customer service when I tried to cash my check but did not wish to open an account."
"773","@Ask_WellsFargo that is depressing. It was so easy and convenient!!!"
"774","@Ask_WellsFargo bank statement wouldn't update from the mobile app"
"775","@Ask_WellsFargo I'm trying to get my account set up with PayPal so I can make money transfers."
"776","@Ask_WellsFargo 5700 Folsom Boulevard, Sacramento, CA 95819"
"777","@Ask_WellsFargo Also, it's highly annoying that I have to select my other account EVERY time I deposit a check through the app."
"778","@Ask_WellsFargo what is the aba # or electronic routing number for Wells Fargo trying to do a wire transfer and it keeps bouncing back"
"779","@Ask_WellsFargo PLEASE REPLY AND HELP ME WITH THIS SWIFT TX DATS MISSING"
"780","@Ask_WellsFargo Its in a big mess due to no proper communication.few details are 54A: Receiver's Correspondent - FI BICWELLS FARGO BANK, N.A"
"781","@Ask_WellsFargo Hi there i been trying to get in tuch regrdng a transaction dispute. been over a month and not solved. can u help??"
"782","RT @Ask_WellsFargo: @MarcusRealius You're welcome. If you need assistance with something in the future, let us know. ^LW"
"783","RT @Ask_WellsFargo: @michelleMFtran Tell us about the reason for the call, maybe we can help. ^SN"
"784","@Ask_WellsFargo quit bein a ho and playin wit my money"
"785","@Ask_WellsFargo Well I havrle ridiculously high payments on my student loans that I can't really afford to make and no way of lowering them"
"786","@Ask_WellsFargo haha not your fault! i'm sorry for yelling, it's been a long day."
"787","@Ask_WellsFargo I was told 'its our policy to not cash or deposit post-dated checks...' They cashed or deposited a post dated check."
"788","@Ask_WellsFargo it's a waste of time calling that nbr.  I get a different answer from each rep I speak to  need to have my funds released!"
"789","@Ask_WellsFargo yes I have been doing so all day  I am met with nothing but apathy and condescending comments."
"790","@Ask_WellsFargo closing/restarting isn't going to help. The app is poorly designed. It takes 4-5 failed tries to let me manually capture."
"791","@Ask_WellsFargo Yes I did. Thanks"
"792","@Ask_WellsFargo  ive talked and called your bankers all i keep hearing is ""we cant help you"""
"793","@Ask_WellsFargo Thanks! Just getting a loan payoff."
"794","RT @Ask_WellsFargo: @jourrrx Thanks for this awesome compliment! We greatly appreciate it. Have a wonderful rest of your week! ^JD"
"795","RT @Ask_WellsFargo: @huntercrowdertv Saw your tweet. Did you speak to a banker about this? If not, call the number on the back of the card …"
"796","@Ask_WellsFargo I always get denied so like.. Why try? You know... I'll just have to take longer to get a degree."
"797","@Ask_WellsFargo you didn't take the correct amount of taxes out of my paycheck 2 weeks ago.  So instead of correcting it then, you wait 2"
"798","@Ask_WellsFargo atm jammed on cash deposit. 3 months later they took the credit away with no notification and claim it isn't mine. No help"
"799","@Ask_WellsFargo Yep. By calling the loan company while sitting at the branch bankers desk. You people need to get some satellites linked up."
"800","@Ask_WellsFargo the one on randleman rd, Greensboro, nc"
"801","@Ask_WellsFargo I've been in an opportunity account for over a year and a half now so when I want to get more than $300 of my own money..."
"802","@Ask_WellsFargo somehow taking $2.50 from my hard earned money every time I use a non-WF ATM is justifiable to you guys. Get w the times!"
"803","@Ask_WellsFargo I think they are tryna make me overdraft so I get charged"
"804","“@Ask_WellsFargo: @keylayroemae What happened? ^GG” when I pay my bills with my debit card somehow it's not registering. #FixIt"
"805","@Ask_WellsFargo Do  have a Wells Fargo Auto twitter handle. Who can I speak to?"
"806","""@Ask_WellsFargo: We can look into your concern, James. Please call the number on the back of the card…^DW"" Ain't nobody got time fo dat DW!"
"807","@Ask_WellsFargo no acct # how do u know if u can help?"
"808","@Ask_WellsFargo yeah people that speak English!"
"809","RT @Ask_WellsFargo: Hi here to answr ur bnkng ?s. Keep ur fincl info private on Twitter. 4 Fraud protectn tips https://t.co/X22yNTkw ^BB"
"810","RT @Ask_WellsFargo: @AbdullahTanimu3 We want the chance to help. Please tell us what happened (no account numbers). ^JW"
"811","@Ask_WellsFargo how do i deposit an amex gift cheque?can it be done mobile?"
"812","@Ask_WellsFargo you guys can't attend to my concerns<ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>"
"813","RT @Ask_WellsFargo: @laureljustdont Glad to see Lovey made your day! ^TL"
"814","@Ask_WellsFargo we're in foreclosure bc in 06 u approved me 4 a $701,000 loan knowing full well I couldn't afford. Now we're homeless"
"815","@Ask_WellsFargo Well its just been difficult getting correct information from your employees when it comes to my accounts"
"816","@Ask_WellsFargo I have a stupid limit on my daily transaction amount and I was told there was NOTHING to allow one transaction thru"
"817","@Ask_WellsFargo chkng acct was closed. Was wondering if it's possible if I could get another checking acct?"
"818","@Ask_WellsFargo yeah I called and got my card unblocked but I still don't get my rewards points..."
"819","Your welcommmmmeeee <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> RT @Ask_WellsFargo @MadameMWAHzelle Thanks for the love! ^JW"
"820","RT @Ask_WellsFargo: @MadameMWAHzelle Thanks for the love! ^JW"
"821","@Ask_WellsFargo You accepted a post-dated check before the check date and now won't cancel the check for 3-5 bus. days."
"822","RT @Ask_WellsFargo: @JNCoombs You're welcome! Happy Birthday, Jenny! ^JW"
"823","@Ask_WellsFargo I did! Just dislike nicknames from a financial institution. Kevin or Mr. Brewer please."
"824","@Ask_WellsFargo I did, and they told me I didn't have other options. Turns I do, which would be switching to a bank with a better plan"
"825","@Ask_WellsFargo 30min wait in line, then to desk to verify check, then another 15 min back in line to cash it. What a joke. 1hr wasted."
"826","@Ask_WellsFargo get a least one branch going in New Orleans. It is a complete inconvenience to tourist and people visiting."
"827","@Ask_WellsFargo No, I didn't. Haven't used my account in awhile, still active but have no checks, just need one to pay a bill, need paper."
"828","@Ask_WellsFargo @CashmereMahji Jerome was very courteous. hipe he receives some recognition for his service."
"829","@Ask_WellsFargo ,You are LAZY answering my Question.Inform Broadway &amp; Grand Branch in NYC,that @womenmgmt transact business tomorrow."
"830","@Ask_WellsFargo ,the NYC @womenmgmt is found in 199 Lafayette Street,So,What Wells Fargo Branch nearest to @womenmgmt NYC Agency?"
"831","@Ask_WellsFargo ,Do Wells Fargo a Tie-up Company with BPI @TalktoBPI ?What's your New York City Branch nearest to @womenmgmt Agency?"
"832","@Ask_WellsFargo we need the account to be fixed before she passes so we can use the money she's saved for her burial"
"833","@Ask_WellsFargo it's your ""legal team"" my Grama has a financial POA and you are the only bank not accepting our document from the lawyer <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>"
"834","@Ask_WellsFargo I'll say you sent me, can I have your contact info?"
"835","RT @Ask_WellsFargo: @HerbLHolmes Please provide us with the version of the operating system you are using. ^SN"
"836","RT @Ask_WellsFargo: @HerbLHolmes Thanks for the confirmation. Let us know if we can help with something specific in the future. ^SN"
"837","@Ask_WellsFargo lower my interest rate!"
"838","@Ask_WellsFargo okay."
"839","@Ask_WellsFargo it's the phone I called wells Fargo just now so I am going to return my phone its not working right. #herblholmes"
"840","@Ask_WellsFargo Thanks! - Madison East"
"841","RT @Ask_WellsFargo: @HerbLHolmes Please share with us the type of mobile device you are using and the operating system. We'll do our best t…"
"842","@Ask_WellsFargo I have @ATT Samsung Galaxy Maga I had the app before this is a replacement phone"
"843","@Ask_WellsFargo Plz check your messages, I sent the info. Please help me out quickly I am loosing flight reservation..."
"844","RT @Ask_WellsFargo: @Tamalero2011 Thanks for bringing this to our attention and please accept our apologies for the inconvenience. ^SN"
"845","@Ask_WellsFargo I am booking my airflight and the payment denied due to verified by Visa issue. My transaction is done through visa debitcrd"
"846","@Ask_WellsFargo $125 legal processing fee when the debt was cleared and refunded back to me by the collector"
"847","@Ask_WellsFargo Hey, I am completely dissatisfied with your customer call service. They engaged me almost for 45 mins and still nothing done"
"848","@Ask_WellsFargo no I had to put it in an atm..the number I was referred to was incorrect"
"849","@Ask_WellsFargo yea stop sucking"
"850","@Ask_WellsFargo sure.  The machine said it could not dispense money at this time. Good thing there were 2 more ATM's!"
"851","@Ask_WellsFargo Did you guys outsource your customer service call center?"
"852","RT @Ask_WellsFargo: @Juan23isBack Saw your tweet. Tell us if you need assistance. ^PC"
"853","@Ask_WellsFargo What does verified by visa do? I was online shopping and I got a window indicating to put my information."
"854","@Ask_WellsFargo Thank you! Your CS is great and pleasant every time I have to call but the issues I have with my account is unnecessary."
"855","@Ask_WellsFargo I've spoken to one too many reps already. I'm done with Wells Fargo. I'll be taking my money to a credit union."
"856","@Ask_WellsFargo okay because I knowledge it before as wells Fargo mobile app"
"857","RT @Ask_WellsFargo: @HerbLHolmes It would be best to discuss this with a mobile app specialist. Please call 1-800-956-4442. ^PC"
"858","@Ask_WellsFargo only way to help is to suck my sack. Preferably a from a female, JD :/"
"859","RT @Ask_WellsFargo: @vLCm_SAmfX Please tell us what's going on and we'll try to help. ^SN"
"860","@Ask_WellsFargo it's not working and it don't says wells Fargo mobile app it's for tables http://t.co/206A5754O2"
"861","RT @Ask_WellsFargo: @HerbLHolmes Try clearing your cache/cookies, then restarting your phone. If the problems continue, call 1-800-956-4442…"
"862","@Ask_WellsFargo No BROOO! I hate wells fargo"
"863","Yo @Ask_WellsFargo I deposited my check last night via mobile and it still hasn't gone in!! I need my money!! #FuckWF"
"864","@Ask_WellsFargo it was on my debit card…"
"865","@Ask_WellsFargo so I bought my family Christmas Gifts all from the same store &amp; here I am nearly a month later the 13th $ was never charged?"
"866","@Ask_WellsFargo what do you mean by ""remedy the situation"" could I possibly get more than $3 or nah"
"867","RT @REFABoston: Join us 1/15 for our #Forecasting luncheon feat:@cbreNewEngland @Ask_WellsFargo #Cabot @nationaldevelop &amp; @InterconRE http:…"
"868","RT @Ask_WellsFargo: @duev1bro Appreciate the compliment! Have a great rest of your week! ^JD"
"869","@Ask_WellsFargo I did and got reimbursed $3 on a $37 fee awesome."
"870","@Ask_WellsFargo so to receive a wire i have to use a diff routing number than the one on my check? UGH lesson learned. maybe disclose that?"
