"","x"
"633","@BofA_Help the issue with the card has been dealt with but i should have been notified via text, phone or email - not by the checkout lady."
"634","Hi @BofA_Help, I hear you’re thinking about helping destroy the Great Barrier Reef, Don’t do it! #SaveTheReef"
"635","@BofA_Help thank you Sony for the call back. I appreciate the service and it says a lot about your company #bankofamerica"
"636","@BofA_Help hello?"
"637","@BofA_Help  i font know my new checking acct number got the atm card but no number can i use the atm card to get the account number"
"638","@BofA_Help I need to give BOA an update on a mtg and a car loan, and the call centers are only open when I work."
"639","Terrible service from @BofA_Help. Account suspended twice in 2 days, no proactive comms, on-hold for 30 min!!! #fail"
"640","@BofA_Help Calling about a fraud alert for my cc, have been put on hold for almost an hour already"
"641","@BofA_Help hi I tried using my debit card in 2 different locations and it wasn't excepted despite there being money in it help please?"
"642","@BofA_Help answer the phone!!!!!!!!!!!!!"
"643","@BofA_Help tried to call BA Customer Service for past week 4 times! 30min hold times each. can't get through! pathetic"
"644","@BofA_Help I need to get a human on the phone"
"645","@BofA_Help any one know why I got a check deposited the 29th and The 5 and I recieved te check from the 29 on the 3rd but the 5th still isnt"
"646","@BofA_Help I feel I had an unfair fee charged to myself."
"647","@BofA_Help but I have been using it"
"648","@BofA_Help says I don't have a card that can travel."
"649","@BofA_Help HELP!!! My bank account has been locked. I need to use my card while I'm traveling."
"650","@BofA_Help nobody ever called. #bankofamerica #boa #bofa"
"651","@BofA_Help how can I cancel my debit account ?"
"652","@BofA_Help tried chat &amp; phone to get overdraft fees due to confusion around the holidays reversed. No one could do it. Im finding a new bank"
"653","@BofA_Help I need help with a card restriction after trying to pay a bill"
"654","@BofA_Help just called again. Blah blah blah. Promises are made to be broken there is no trust in B of A"
"655","@BofA_Help if the rep was successful, you no longer have any current record of me, save for today's tweets and call. :)"
"656","@BofA_Help I have a question concerning one of my accounts. Could I discuss it with you?"
"657","@BofA_Help i am currently in Manila and you guys are holding me from withdrawing from my card. I cant call the number so please help me."
"658","RT @BofA_Help: @lopez_lmhs Hi Lorena. We appreciate your great feedback and I will share it with our team. ^ma"
"659","RT @BofA_Help: @lopez_lmhs Thank you! Our customers mean everything to us; we strive to exceed your expectations. ^ys"
"660",". @BofA_Help I'm all done with Bank of America and their greediness. Looking for a new bank now."
"661","@BofA_Help I'm just thankful that your team is understanding of unforeseen events and are able to make things better! I feel at ease <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"662","@BofA_Help thank you BOA for doing what @HSBC_US @HSBC_US_Help did not do, in a respectful and pleasant manner #WhyDoIEvenBOTHERwithHSBC"
"663","“@BofA_Help: @Melissalyyssa We’d like to keep you as a satisfied customer. Please let me know how I can assist you. ”you guys are the worst"
"664","@BofA_Help its way to much to type and your company really destroyed my life"
"665","@BofA_Help I did and they were able to provide help. Bad thing is that's it's the weekend so banks are closed until Monday"
"666","it's all good @chase, I remembered that @BofA_Help (Bank of America) rocks! I knew it all along but today proved it.  BofA #1 Cust Service!"
"667","@BofA_Help you're overdraft fee is bullshit. 35 bucks? That's harsh"
"668","RT @BofA_Help: @dgist14 Hi David. What happened? We’re here to help; let me know what I can do to assist. ^ys"
"669","@BofA_Help please update the iOS app for iPhone 6 plus optimization :)"
"670","@BofA_Help hello, I forgot my online ID is there any really easy way to get it back?"
"671","@BofA_Help haven't had a chance to"
"672","@BofA_Help No, back off."
"673","@BofA_Help thank you for fixing it! <U+263A><U+FE0F> works like a charm now! <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"674","@BofA_Help hi I just received a voicemail from 855-834-5401. Please check the DM for my overseas number."
"675","@BofA_Help it was not resolved,care answer was I am sorry it was a valid charge apologize for any inconvenience  from our employee"
"676","@BofA_Help smh I need somebody to call me"
"677","@BofA_Help i'm witting the call"
"678","@BofA_Help your 35 overdraft fee. sucks man. i dont have it to give away. and i thought the bank put me on protection."
"679","@BofA_Help Beverly Hobbs, 01602, 781-248-7605, reach me anytime, waiting 2 hours for a call"
"680","@BofA_Help after speaking with 2 different supervisors the matter was resolved. Thank you."
"681","@BofA_Help oops Bakersfield California"
"682","@BofA_Help nope, I'm still a student but I'm over 23 and I get direct of deposit 2 times a month for less than $250 so that doesn't qualify."
"683","@BofA_Help can you see the private message please"
"684","@BofA_Help I though you guys were going to call me ?"
"685","@BofA_Help yes I called and they are sending me a new card."
"686","@BofA_Help just called and received no help for an overdraft fee that was unwarranted. Hate to close my account but this happens too often"
"687","FINALLY found a @BofA_Help agent that was amazing all the way in the Bronx! Idalia needs serious props for her #customerservice. #Thankyou"
"688","RT @BofA_Help: @thaorignalwiz We appreciate your great feedback and I will share it with our team. ^ma"
"689","@BofA_Help I'm hoping the rep that spoke with me has it handled. The last guy didnt."
"690","@BofA_Help Hi, are there any charges for your visa cash rewards card when used outside of the USA?"
"691","@BofA_Help too late, already closed my accounts."
"692",".@BofA_Help still waiting for that call! Please use my cellphone number. #CustomerExperience #ServiceNotupToPar"
"693","@BofA_Help We had a Royal Caribbean CC with $100 credit on it. Now you say account is closed?  How can that be? Where is our $$? #Ripoff"
"694","@BofA_Help I could some assistance.l please.  No luck with cust service...."
"695","@BofA_Help Beverly Hobbs 01602, 781-248-7605, call anytime"
"696","@BofA_Help 781-248-7605 call anytime"
"697","@BofA_Help I need to pay with a check.The beneficiary want to deposit that check no his account. We are not in USA"
"698","@BofA_Help why don't you send a notification when I've overpaid my bill? I accidentally paid my bill twice."
"699","@BofA_Help @ispkay9 and no one called the loan holder by Fri as promised. 3 families lives are still on hold. B of A + loan assumption = <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"700","@BofA_Help someone is already working on this, I sent a message to customer service online. thanks though"
"701","@BofA_Help threatened to go into my account and charge me for past transfers #bankofamerica #bofa"
"702","@BofA_Help I have its S/N start with GAAE222 ? THANKS"
"703","@BofA_Help hi. I just found my safepass at home. The display after not use for long time, is working well now. Can you re activate it ?"
"704","So is the @BofA_Help picture check deposit thing totally useless or nah?"
"705","@BofA_Help yo fam. I need ur help."
"706","@BofA_Help I just opened a new checking account online. Will I be sent checks with the debit card or do I have to order and pay for a set?"
"707","@BofA_Help if not, please let me know when will you send it."
"708","@BofA_Help hi. Np lease let me know if the safe pass was send to me this week, and if so please give me tracking number."
"709","@BofA_Help seems the online sign in is not connecting."
"710","@BofA_Help thank you so much for taking care of me"
"711","@BofA_Help I was informed that my check couldn't be cashed because my account was closed."
"712","@BofA_Help I need help with one of my transactions, I'm currently overseas. Please, contact me."
"713","RT @ChetWild: ""You have a great weekend sir and don't get too drunk."" -- how Bank of America (@BofA_Help) customer service just ended my ph…"
"714","@BofA_Help I heard that I can pay with a check,sending a photo of 1 check.The beneficiary is also BofA client but is not @ US.Assist me pls"
"715","@BofA_Help yes, I found it. Thank you very much for helping me."
"716","@BofA_Help can I still use my Bank of America account even while living and working overseas? And who would I update my information!?"
"717","@SheenaVasani @BofA_Help I guess that's what happens when you be throwin' shade."
"718","@BofA_Help Still not clear?: problem= ""surprise"" hundreds of dollars stolen after your customer service. don't care fee name is different."
"719","@BofA_Help be significantly impacted. I can't believe you guys messed this up..."
"720","@BofA_Help is there anyway to re-open the old one without it being a ""new"" account. It was my oldest credit line so my credit score will"
"721","@BofA_Help I requested that a credit card account be closed and YOU CLOSED THE WRONG ONE!!! I specifically stated which one to close"
"722","@BofA_Help I want to get an account what options do you guys have ?"
"723","@BofA_Help hey. I am in Honolulu and you guys dont have a branch here, and i need to deposit some money. How can i do that? Thanks."
"724","@BofA_Help @NielsMattison we called the number we were given and sat on hold for a long time. Couldn't get through to anyone to resolve."
"725","@BofA_Help that branch always has two tellers open and a line to the door."
"726","Close..but solution involving $600 of stop payment fees 2 ending painful overdraft fees was creative but missed main point. @BofA_Help #cxp"
"727","@BofA_Help I have a question and need some help with my account. Can we message?"
"728","@joyregullano @BofA_Help this is hilarious"
"729","@BofA_Help the branch on oswell and auburn. 2 tellers and it took almost 44 minutes in line."
"730","@BofA_Help your employees need better training. Due to miscommunication of your employees I got charged a $50 fee. @BofA_Community"
"731","@BofA_Help can Yall call today"
"732","@BofA_Help I did."
"733","@BofA_Help what maintenance are you doing that's worth $12 when I only have $5 in my account?"
"734","@BofA_Help it makes sense to charge me a stupid maintenance fee when I only have $5 in my account, right? http://t.co/ZLCWu7lYQL"
"735","@BofA_Help 
Can you not help me on here? I guess tomorrow morning is fine, around 10 am"
"736","@BofA_Help Dumfries va, Graham park road"
"737","@BofA_Help Anne Leist, I just moved, think you have my old address 28079 is zip, call Monday 9 or so thanks"
"738","@BofA_Help thank you"
"739","@BofA_Help if I deposit a check on ATM before 8 o'clock it wood be ready for tomorrow"
"740",". @BofA_Help My @Fidelity card is being replaced because of normal expiration. No new card received or activated, new CVV In effect anyway."
"741","@BofA_Help it's not worth it I've asked to speak to manager four times I've been told the same story every time wait 24 to 48 hours"
"742","@BofA_Help a little tired of having to recoup annoying fees which should never be there. Waiting two months for card"
"743","@BofA_Help it was nice speaking to you as well. I appreciate you going over everything. You just saved a BOA customer. Thanks again"
"744","@BofA_Help nope!"
"745","Work done going to @BofA_Help"
"746","@BofA_Help my complaint is simple. The branch i was in has no accommodation for walk ins. I would fire a manager that was that negligent"
"747","@BofA_Help get an account manager to call me as I have asked for this to happen four times"
"748","@BofA_Help Almost every year for the past 4 years you guys have this mysterious ""security breach"" and force me to get a new card. #skeptical"
"749","@BofA_Help I've already called. Come Monday, when you all fix your mistake, I'm cashing out."
"750","@BofA_Help how do i Dm you. Id be tickled to tell u what i think."
"751","On a better note, &lt;3 my local @BofA_Help in #columbiaheights #dc! Manager always remembers me and asks how my biz is doing! #happycustomer"
"752","@BofA_Help I'm already talking to 3 people in the research department, the branch manager and his boss. No one can help me apparently"
"753","@BofA_Help i'm angry that I am paying for your bank's mistakes. First the ATM and now for your staff's system incompetence. Not acceptable."
"754","@BofA_Help I have tried several times. Filed a claim, but custmr-service and claims reps have below average IQ and have no solutions."
"755","@BofA_Help sent you a dm"
"756","@BofA_Help the #BOFA Bellflower location has 3 full time tellers &amp; 2 working on a Friday afternoon. Why aren't you #hiring more? #greedy"
"757","@BofA_Help how can I inform the bank that I am out of the country through the Internet?"
"758","@BofA_Help no first time I have tried tweeting"
"759","@BofA_Help I was also charged overdraft fees before I could fix the problem"
"760","@BofA_Help is there anything that can be done about that?"
"761","@BofA_Help my checkings account is in negative because of a scheduled transfer from my checkings to my savings."
"762","@Hal_Duncan Hi, Hal. We saw that you mentioned us. If you need help, let us know @BofA_Help. ^hn"
"763","@BofA_Help I emailed it yesterday. Did you not get it??"
"764","@BofA_Help thanks, but I just left a branch so I doubt I can get anymore assistance. But thanks"
"765","<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>RT @BofA_Help: @__HanaJuku We’d like to keep you as a satisfied customer. Please let me know how I can assist you. ^eb"
"766","@BofA_Help And quit this fun treasure hunt?! I've been sent to 4 different ppl in only 1 day of searching! BECU only let me talk to 1. :("
"767","@BofA_Help Thanks for calling. I was able to find a human to help!"
"768","RT @phrustr8dgenius: Diana D with boa's social media team is the real MVP today. @BofA_Help"
"769","Diana D with boa's social media team is the real MVP today. @BofA_Help"
"770","@BofA_Help more men sitting in offices 3 deep then helping people on line waiting 4  tellers Need to go w another bank 25 MIN. wait UNREAL"
"771","@BofA_Help What kind of fees does BoA apply to international transactions? For instance, in Canada..?"
"772","@BofA_Help do you actually have any managers who know how to use a telephone in order to call me as promised 4 times?"
"773","Diana D has the best service I've received from @BofA_Help. She actually listened, looked @ my acct &amp; wasn't stuck to a script. I thank her!"
"774","@BofA_Help just did &amp; I'm sending additional information now.  Thank you! I work in a secured bldg. so cellphones don't work."
"775","@BofA_Help your awesome deposit feature on app stinks now,cant take photo myself?"
"776","@BofA_Help ive already taken care of it but thank you"
"777","@BofA_Help Thanks, I was able to go into my local branch yesterday and get everything taken care of."
"778","@BofA_Help 
Donna hardin, 40216, 5028810169"
"779","@BofA_Help I will for sure forward you guys the text message if I receive another message."
"780","@BofA_Help Hi, I can't add a third person's BoA acc to make an online transfer. It shows an error message, but I don't know what's wrong."
"781","@BofA_Help there's nothing i need assistance with. I was just making a point that i CANNOT, I REPEAT, CANNOT buy a house."
"782","@BofA_Help I am trying to close this transaction but it SG almost 2 months to put on the heat and my buyers loan docs are expiring"
"783","@BofA_Help um thanks"
"784","@BofA_Help safe guard is screwing up the deal we have with you can u help"
"785","@BofA_Help Just the usual SafePass SMS taking forever to arrive.

Nothing I'm going to get on a phone over.

Maybe change banks over."
"786","RT @furrycoats: @BofA_Help 
Hello, I have an acct with you but at the moment my money is being held and I can't get to it."
"787","Yeah. @mycustomersays protip for @Fidelity &amp; @BofA_Help - Don't change the security code to the new one until cust activates the new card!"
"788","RT @BofA_Help: @BeautifulNellaa We apologize for your experience. If you change your mind and would like to discuss in further detail pls l…"
"789","@BofA_Help haha whoa thanks for responding! I just thought the free checks were not very pretty. But can't complain about free!"
"790","@BofA_Help 
I would like to know where my monry is now, how much is in there and what I can do to get the money out."
"791","@BofA_Help 
Hello, I have an acct with you but at the moment my money is being held and I can't get to it."
"792","@BofA_Help 
Hello, I have an acct with you but at the moment my money is being held and I can't get to it."
"793","RT @BeautifulNellaa: @Jay4x_ @BofA_Help on me"
"794","@BofA_Help is there anyway I can have a savings account that doesn't charge a maintenance fee??"
"795","@Jay4x_ @BofA_Help on me"
"796","RT @BofA_Help: @BeautifulNellaa We’d like to keep you as a satisfied customer. Please let me know how I can assist you. ^eb"
"797",".@BofA_Help according to the five different people i spoke to the other day over a span of almost 2 hours, you can't help."
"798","@BofA_Help requested info was sent multiple times, my funds were not returned, requests ignored although emails were read"
"799","@BofA_Help 1 year since BofA took all my money and refused to explain, return, or reply.  Can anyone help recover and damages, contingency?"
"800","RT @BofA_Help: @CastilloKika1  Hi, Erica. Great to have you! Let us know if you ever need answers to account related questions. ^am"
"801","@BofA_Help I have been banking with you for years, I am going to close my accounts and go public with this if the right thing is not done"
"802","@BofA_Help anytime"
"803","@BofA_Help thing I ask was if I would be hit with a hard or soft pull, rep immediately says soft pull because I am PRE approved."
"804","@BofA_Help your reps can't be lying to customers. I went to this branch to take money out, was then told that I was pre approved, first thin"
"805","@BofA_Help No thanks.. I'm cool. Not a big fan on the chips on the new debit card's all. No need for the red flag."
"806","@BofA_Help pre approved"
"807","RT @BofA_Help: @iTZREADY Hi Matty, If there is an account specific concern you need assistance with please let us know, we'd be happy to as…"
"808","@BofA_Help the one on Broward and 27th"
"809","@BofA_Help Why are all my #accounts #onlinebanking not showing up when I log in?"
"810","@BofA_Help I did. No call!"
"811","@BofA_Help I was told I was pretty approved and told by the rep It would b a soft pull. I take care of my credit very good so I was lied to"
"812","@BofA_Help I figured it out thx!"
"813","@BofA_Help yes i owed a dollar to you guys i thought i paid for it but when i checked i was - $70 , you guys gave me 2 overdrafts"
"814","@BofA_Help my understanding was at this time my new card has still not been ordered"
"815","@BofA_Help thank you^^"
"816","@BofA_Help
675 Turbridge Court, Johns Creek, GA 30022. Need help with this property. Please call 4045809919  9-6p.m. Thanks"
"817","@BofA_Help can you please give me a call at 3pm?"
"818","@BofA_Help 
Re: 110 Idle Gate Court Johns Creek, Ga.30022. I need help with this property. 4045809919. Please call 9-6p.m. Thanks"
"819","@notSHYasia We saw that you mentioned us. If you need help, let us know @BofA_Help. ^fa"
"820","Switching from @BofA_Help to a different bank. So over it....worst customer service"
"821","@BofA_Help got it taken care of. Thanks."
"822","“@BofA_Help: @iLoveYuChris  Hi, have you called for assistance? Anything I can do to help? ^am”I have called twice &amp; both reps said 24hrs"
"823","RT @BofA_Help: @goodlifedreams_  Hi, that’s great to hear! We appreciate your business! ^am"
"824","@BofA_Help look in ur DMs"
"825","@bofa_help Kudos to Veronica at the Redwood Shores branch. She went above and beyond to help."
"826","Waiting to verify my checking acct..2 deposits were supposed to be made and it's been a day. Does it usually take this long? @BofA_Help"
"827","I hate @BofA_Help and their stupid stupid policies. so ready to switch banks <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>"
"828","RT @BofA_Help: @_relleee  Hi, we’re here to help; let me know what I can do to assist. ^am"
"829","RT @BofA_Help: @American_Female Thank you! ^sn"
"830","@BofA_Help Ya I signed up for an acc with you guys and there was a fraud protection hold on it and can't even take out my own money."
"831","@BofA_Help can't believe I have to walk to a branch to get help. Why have phone support if you can't get a hold of a love human?! #upset"
"832","@BofA_Help I was told by a banker that I should've read the fine print on the contract then I wouldn't be having issues. he was rude"
"833","@BofA_Help thanks"
"834","@BofA_Help 42min on hold for biz cc b4 giving up. Now 30 min waiting @ branch. #smallbusiness ignored."
"835","@BofA_Help hello dear. I updated my home address but they sent my card old address. Please help me"
"836","@BofA_Help You should probably teach your reps that their job isn't to assess the customer's intellectual abilities."
"837","@BofA_Help Sincerely appreciate all your help"
"838","@BofA_Help yes I am. Please call around 6 pm EST. I will be available then. Thank you"
"839","@BofA_Help wanting to deposit a check into my new account but the amount is over the limit. My business account. Any help or work around?"
"840","@BofA_Help Sure thing... it was José and he was awesome!"
"841","@BofA_Help received the worst customer service. I hate your employees"
"842","@CompanionDawah hey @BofA_Help these are the fuckers that keep putting money in my account...."
"843","@BofA_Help No I was not. Thank you! Should I DM you my phone number?"
"844","@BofA_Help you guys cancelled my debit card and sent no notification i will be closing me account with you"
"845","@BofA_Help my accnt was opened in USA but I'm traveling in Panama now. Need to make a large withdrawal.  No luck at ATM. Can you help?"
"846","RT @BofA_Help: @American_Female You are welcome! It was nice speaking with you today. ^sn"
"847","You too! You were very helpful and genuine....the kind of service that attracts customers :) @BofA_Help"
"848","RT @BLOWthisJAE_: They soo annoying RT“@BofA_Help: @RetrosNRedBones  Hi, what happened? Anything I can do to help? ^am”"
"849","RT @BofA_Help: @goldchainpapi  Hi, Chris. We will share your feedback with our leadership team. ^am"
"850","@BofA_Help stop with all the bogus fees."
"851","@BofA_Help what is DM?"
"852","@BofA_Help in need of help. I just deposited money yesterday into my card and it's just being declined today, I don't know why"
"853","@BofA_Help I got a call from that number but it seemed fishy to me. I wanted to verify it was authentic."
"854","#customerservice is not something @BofA_Help focuses on. Single teller but line of ten people. It's ok branch mgr stands around"
"855","Thank you for following up &amp; investigating the matter further. I look forward to speaking soon! Ms. Samar should be promoted! @BofA_Help"
"856","RT @BofA_Help: @HasenZaydon I'm glad you're enjoying the convenience of the mobile check deposit. Thank you for being a valued customer. ^rh"
"857","Shout out to @BofA_Help and their fraud protection team!! You the real MVP!! <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+008F>"
"858","can you provide me records of the $12 worth of maintenance you preformed on my account each month? @BofA_Help #cancelledmyaccount"
"859","@BofA_Help you should not ask me if I want a receipt on days when I know I'm broke"
"860","@BofA_Help B of A is not honoring DIL agmnt. DIL still not done, husband suicide, she is not on loan, have DIL agreement call 4805609306"
"861","@BofA_Help available right this instant"
"862","RT @Ron_Mexiico: THE MOST BULLSHIT BANK EVER @BofA_Help"
"863","I told you 10am. Nobody ever responded or confirmed.  You called me at 10:18. I am available now. @BofA_Help"
"864","Correct  RT @Ron_Mexiico: THE MOST BULLSHIT BANK EVER @BofA_Help"
"865","THE MOST BULLSHIT BANK EVER @BofA_Help"
"866","@BofA_Help turns out it was not resolved after all. I was once again provided incorrect information. I have sent a private message to you."
"867","They soo annoying RT“@BofA_Help: @RetrosNRedBones  Hi, what happened? Anything I can do to help? ^am”"
"868","@BofA_Help what merchant was compromised?"
"869","@BofA_Help Is there anyone that can help me with an overdraft issue due to a company that accidentally double-charged me for an item?"
"870","I have been on hold with @BofA_News now for 30 minutes. This is ridiculous. @BofA_Help"
"871","@BofA_Help I'm fine I'm on my way to close my account. It's me vs BOA who do you think will win? Already talked to a supervisor last night"
"872","Nah! RT @BofA_Help: @ME To further discuss your concerns please DM your name, phone # &amp; best time to reach you."" http://t.co/M0G4H7fI5u"
"873","RT @BofA_Help: @RetrosNRedBones  Hi, what happened? Anything I can do to help? ^am"
"874","@BofA_Help if yall would stop over drafting my account for no reason then maybe but until then I guess not"
"875","@BofA_Help why isn't my direct deposit processed into my account yet"
"876","@BofA_Help I closed my saving and I'll be closing my checking as soon as the transfer is clear bump this..u guys are thieves"
"877","@BofA_Help I already did and u guys didn't help with anything, so I'm completely done with u guys i been wit ya since 06 now I have enough"
"878","@BofA_Help i havent gotten a call or message 3059268974"
"879","@BofA_Help i just wanna know what happened to bank of america in wallace nc..  i was that now im first south"
"880","@BofA_Help Thank you so much you've Been so helpfull once again. God bless you, have a great day."
"881","@BofA_Help please fix door to DC ATM at 13th and I NW. It's been broken for days. Can't get in."
"882","@stefenaureo <ed><U+00A0><U+00BD><ed><U+00B8><U+0092> RT @BofA_Help: @Joni_K We offer temporary cards at our banking centers which can be used immediately. ^lu"
"883","@BofA_Help do you guys give out temporary cards?"
"884","@BofA_Help nah i figured it out. the instructions are super vague. http://t.co/9gcUx2WrmE"
"885","@BofA_Help no thank you. I'm extremely dissatisfied with your bank and will be takin my business elsewhere"
"886","@BofA_Help Patricia Beliard, 33162, 3059268974, anytime"
"887","@BofA_Help horrible bank they stole my money and now try to say I had all these fees, I've only been a customer for 2 months how is that pos"
"888","@BofA_Help I would like to not have a new card but"
"889","@BofA_Help yes but it shouldn't have required an hour to get to a rude rep. Normally I'm happy with y'all. Not last night!"
"890","@BofA_Help i did and got nowhere i guess ill have to pay the fee  and thats it"
"891","@BofA_Help it was the Farmington branch. Everyone was very nice but just struck me as odd"
"892","@BofA_Help its not right to charge an overdraft fee because of the maintenance fee that was charged and caused the overdraft"
"893","@BofA_Help I got a $36.00 withdrawal over fee on my savings account and I want my money back"
"894","@BofA_Help There is no option to send you a DM. Please email me at theseasidebaker@gmail.com."
"895","@BofA_Help I would have appreciated you all contacting me about unusual activity instead of cutting my card off while I'm in the supermarket"
"896","@BofA_Help I received an email allegedly from BOA asking me to call 866-869-2047 which is not listed as a BOA number online. Legit?"
"897","@BofA_Help I need your assistance with my savings account please"
"898","@BofA_Help Good morning, I still can't comunicate with you, please give me a call if you can I left my name &amp; number DM"
"899","@BofA_Help how long does it usually take to switch over a direct deposit?"
"900","Still no help at all from @BofA_Help"
"901","now @BofA_Help is trying to screw me over, it's unbelievable what they can get away with"
"902","@BofA_Help I'm sorry, but we have a problem on your order of processing transaction . This ridiculous"
"903","@BofA_Help the website is doing the same thing. Either way I put my email in and didn't get a verification code. I need to check my balance!"
"904","@BofA_Help I haven't called I'm in a different country right now. I put my email address in and I wasn't sent any code."
"905","@BofA_Help thanks for your help"
"906","@BofA_Help I really need some assistance with a stalled short sale. I have to move the file forward as quickly as possible. Need help!"
"907","@BofA_Help seriously?? Nearly an hour to report fraud on my account?? http://t.co/QNOksqoKWR"
"908","@BofA_Help 

How many checking accounts can one have open with BofA?"
"909","@BofA_Help  If you are going to close everyone's Visa card due to an alleged breech, is it that difficult to post said  info on the website?"
"910","@BofA_Help Spoke to rep finally, but didn't save me any money in the long run. Cost me an extra $200 for my flight, b/c I missed the deal."
"911","@BofA_Help Thanks for responding, but from my experience anyone trying to get something done online with you will not ge"
"912","Thank you for your response. I sent the requested information via DM. I look forward to speaking with you tomorrow morning. @BofA_Help"
"913","RT @BofA_Help: @American_Female Please DM your name, zip, phone &amp; best time to reach you so I can call to discuss your concerns. ^as"
"914","@BofA_Help this seems like a lot of effort just to get an answer about whether the forms are available online."
"915","@InfiniteVman @BofA_Help they have to be following you now to be able to DM them I'm pretty sure"
"916","@BofA_Help charged. That's just that."
"917","@BofA_Help then I have to sit on the phone bc I accidentally went over on my card. There's just no accidents with BOA. You mess up &amp; get"
"918","@BofA_Help stop taking so much of people's money, we go negative we are human I don't always have 35 $ to cover it when I go -2.00$ it's not"
"919","@BofA_Help the CSR that I spoke to on the phone was rude and seemed bothered by my request"
"920","So @BofA_Help, I've been sitting on hold for 1hr+ trying to approve a transaction; didn't book the flight &amp; now prices went up! What gives?!"
"921","@BofA_Help don't know what DM stands for."
"922","@BofA_Help the issue is your an evil corporation of thieves. Who steal from ME! And won't give the $75 you STOLE from me over $1.88"
"923","@BofA_Help the app and the website don't show my credit card at all, just the checking account. This is 100% inconvenient please advise"
"924","@BofA_Help Good luck to those who are  in line"
"925","@BofA_Help No need, I gave up. You are late anyway. I am done with this nonsense.After 1 week, I don't want to deal with BoA anymore."
"926","@BofA_Help how come I can't access my BOFA-Ds through the online portal? I need them for my taxes."
"927","@BofA_Help don't worry we figured it out. Thank you for your concern!"
"928","@BofA_Help follow back so I can DM"
"929","right! I knew it could take a bit to research but to say ""you won't get a call back"" I was blown away by poor service @johnnie_O @BofA_Help"
"930","RT @johnnie_O: @American_Female @BofA_Help what the heck?!? #poorcustomerservice"
"931","@BofA_Help probably won't."
"932","@BofA_Help I got charged overdraft fees do I get that back too??"
"933","@American_Female @BofA_Help what the heck?!? #poorcustomerservice"
"934","@BofA_Help's solution was to file a complaint. I asked for timeframe of callback. Told I would not receive callback.
@johnnie_O umm..what?"
"935","that's why it's so confusing&amp; frustrating that @BofA_Help is acting like theres no prob pulling an ACH w/o my auth @johnnie_O @WellsFargo"
"936","glad to hear! I bank w @firstcommstl - I don't even bank w @BofA_Help or have any loans/mortgage with them. @johnnie_O @WellsFargo"
"937","@BofA_Help y'all never called me back about my card"
"938","@American_Female I just checked my accounts and they are good. Although I bank with @WellsFargo and not @BofA_Help"
"939","@BofA_Help it won't let me DM you"
"940","right! make sure you check ur bank accts. my non-BOA bank account had a stranger's mortgage ACH pymt pulled on 1/7/15 @johnnie_O @BofA_Help"
"941","will making public knowledge via twitter ur unauthorized access to citizen bank accts 'aka stealing' prompt you to address issue? @BofA_Help"
"942","your phone customer service department is useless. I do not do biz with or have a mortgage with bofa. this is total BoA error @BofA_Help"
"943","you took money from my bank acct w/o authorization. I don't do biz wth you. some random person mortgage pymt. please respond.@BofA_Help"
"944","@BofA_Help why did you steal a mortgage pymt out of my bank acct? I never authorized this. I don't do biz/have mortgage with u. plz explain"
"945","Message to all young people @BofA_Help isn't the bank for you. All they will do is fuck you over for the little money that you have."
"946","@BofA_Help Very annoyed...was waiting for BofA to call me back, no call. Also waiting on the survey for that 2nd call I made about my issue."
"947","@sephora @BofA_Help i will send you both a dm."
"948","@BofA_Help 1 issue 3x 1 wk. 1st call rep tried helping 2nd call rep no help 3rd call rep trnsfrd to some1 who was helping...then call cutoff"
"949","@BofA_Help Great Job social media!! I heard from the negotiator today and we are back on track. I can always count on you guys. Thank you"
"950","“@aguiar_caleb: @InfiniteVman overdraw fees? Complete scam” I agree it's completely ridiculous @BofA_Help"
"951","@BofA_Help you took 30 dollars out of my savings for transferring money between my accounts more than 3 times.That's horseshit."
"952","@BofA_Help Thank you for meeting me halfway! I appreciate your decision! #rewardpoints"
"953","@BofA_Help No. You can handle it."
"954","RT @BofA_Help: @bachelorette20 Were you able to get the problem resolved? If not, I’d like to help. ^df"
"955","@BofA_Help nah I'm done with ya, closing my account b."
"956","@BofA_Help as of right now no, I've been on hold for close to an hour for a mistake that was supposed to be cleared up yesterday."
"957","I'm at Bank of America - @bofa_help in San Bruno, CA https://t.co/iHY2upSxoT"
"958","@BofA_Help thanks for your response! I think my questions were answered. Just a very frustrating process!"
"959","@BofA_Help yeah... But I'm tired of this happening...."
"960","@BofA_Help I spoke with Crystal &amp; Robert. Finally someone who I feel is making sure the issue is resolved. That dept is doing a great job!"
